profile_id,plant_name,scientific_name,family,family_latin,genus_jp,genus_scientific,habit,height,flower_period,distribution,habitat,source,page,extraction_method
plant-profile-000486,エゾキスゲ,Hemeroeallis lilioasphodelus,ススキノキ科,XANTHORRHOEACEAE,ワスレグサ属,Hemerocalls,,,,,北海道・南千島の 海岸草地や砂浜に生える,日本の野生植物 第1巻,93,macOS Vision OCR + rule parser
plant-profile-000487,ゼンテイカ,Hemerocallis dumortieri,ススキノキ科,XANTHORRHOEACEAE,ワスレグサ属,Hemerocalls,多年草,60-80cm,,本州中部以北・北海道・南千島、サハリンに分布する,山地または亜高山の草原、ときに海岸の斜面に群生す る多年草,日本の野生植物 第1巻,93,macOS Vision OCR + rule parser
plant-profile-000488,ノカンゾウ,Hemeroeallis fulva,ススキノキ科,XANTHORRHOEACEAE,ワスレグサ属,Hemerocalls,多年草,50-70cm,,本 州～琉球，中国・台湾に分布する,溝の緑や野原に生える多年草,日本の野生植物 第1巻,93,macOS Vision OCR + rule parser
plant-profile-000489,アサツキ,Allium schoenoprasum,ヒガンバナ科,AMARYLLIDACEAE,ネギ属,Allium,多年草,30-50cm,,北海道～四国，シベリアに分布する,海岸や山地に生える多年草,日本の野生植物 第1巻,94,macOS Vision OCR + rule parser
plant-profile-000490,イトラッキョウ,Allum virgunculae,ヒガンバナ科,AMARYLLIDACEAE,ネギ属,Allium,多年草,8ー20cm,,,暖地の岩場に生え る多年草,日本の野生植物 第1巻,94,macOS Vision OCR + rule parser
plant-profile-000491,カンカケイニラ,Allium togashi,ヒガンバナ科,AMARYLLIDACEAE,ネギ属,Allium,多年草,,7ー9月,,"カンカケイニラ Allium togashi H, Hara 香川県小豆島の寒電渓周辺の集塊岩地帯に生える多年草",日本の野生植物 第1巻,94,macOS Vision OCR + rule parser
plant-profile-000492,キイイトラッキョウ,Allium kiiense,ヒガンバナ科,AMARYLLIDACEAE,ネギ属,Allium,,,,本州（岐 阜県・愛知県・三重県・和歌山県・山口県）に分布する,,日本の野生植物 第1巻,94,macOS Vision OCR + rule parser
plant-profile-000493,ギョウジャニンニク,Allium victorialis,ヒガンバナ科,AMARYLLIDACEAE,ネギ属,Allium,多年草,40-70cm,,本州（近畿以北）・北海道、千島・サハリン・韓国 （鬱険島）・中国・カムチャツカ・アムール・シベリア東部に分布する,深山の林下に群生す る多年草,日本の野生植物 第1巻,94,macOS Vision OCR + rule parser
plant-profile-000494,ステゴビル,Allium inutile,ヒガンバナ科,AMARYLLIDACEAE,ネギ属,Allium,多年草,15-30cm,,,原野に生える多年草,日本の野生植物 第1巻,94,macOS Vision OCR + rule parser
plant-profile-000495,タマムラサキ,Allium psendojaponicum,ヒガンバナ科,AMARYLLIDACEAE,ネギ属,Allium,多年草,,,本州・四国・ 九州・対馬・奄美大島、朝鮮半島に分布する,海岸草地や海岸付近の岩礫地に生える 多年草,日本の野生植物 第1巻,94,macOS Vision OCR + rule parser
plant-profile-000496,ナンゴクヤマラッキョウ,Allium austrokyushuense,ヒガンバナ科,AMARYLLIDACEAE,ネギ属,Allium,多年草,25-40cm,,九州南部（霧島山地・摩半島）に分布,山地の草原に生える多年草,日本の野生植物 第1巻,94,macOS Vision OCR + rule parser
plant-profile-000497,ニラ,Allium tuberosum,ヒガンバナ科,AMARYLLIDACEAE,ネギ属,Allium,多年草,,,日本（本 州～九州）に分布するといわれるが、日本では真の自生かどうか疑わしい,日本では真の自生かどうか疑わしい,日本の野生植物 第1巻,94,macOS Vision OCR + rule parser
plant-profile-000498,ノビル,Allium maerostemon,ヒガンバナ科,AMARYLLIDACEAE,ネギ属,Allium,多年草,,,,,日本の野生植物 第1巻,94,macOS Vision OCR + rule parser
plant-profile-000499,ハマオモト,Crinum asiaticum,ヒガンバナ科,AMARYLLIDACEAE,ハマオモト属,Crinum,多年草,50-80cm,,本州（関東南部以南） ～琉球、朝鮮半島に分布する,海岸に生える多年草,日本の野生植物 第1巻,94,macOS Vision OCR + rule parser
plant-profile-000500,ヒメニラ,Allium monanthum,ヒガンバナ科,AMARYLLIDACEAE,ネギ属,Allium,多年草,5ー10cm,,北海 道～九州、朝鮮半島・中国（東北）・ウスリーに分布する,山野に生える繊細な多年草,日本の野生植物 第1巻,94,macOS Vision OCR + rule parser
plant-profile-000501,ミヤマラッキョウ,Allium splendens,ヒガンバナ科,AMARYLLIDACEAE,ネギ属,Allium,多年草,20-40cm,,北海道～本州（長野 186ヒガンバナ科 県以北）、千島・サハリン・朝鮮半島・中国（東北）・シベリア東部・カムチャツカに分布する,高山の草地や礫地に生え る多年草,日本の野生植物 第1巻,94,macOS Vision OCR + rule parser
plant-profile-000502,ヤマラッキョウ,Allium thunbergii,ヒガンバナ科,AMARYLLIDACEAE,ネギ属,Allium,多年草,30-60cm,,本州（秋 田県以南）～九州、朝鮮半島・中国・台湾に分布する,山地の草原に生える多年草,日本の野生植物 第1巻,94,macOS Vision OCR + rule parser
plant-profile-000503,キツネノカミソリ,Lyeoris sanguinea,ヒガンバナ科,AMARYLLIDACEAE,ヒガンバナ属,Lycoris,,30-60cm,8月,本州～九州に分布する,山野の湿った場所に生える多 年章,日本の野生植物 第1巻,95,macOS Vision OCR + rule parser
plant-profile-000504,ショウキズイセン,Lycoris traubii,ヒガンバナ科,AMARYLLIDACEAE,ヒガンバナ属,Lycoris,多年草,50cm,,,ショウキズイセン Lycoris traubii W. Hayw. （PL 173） 暖地山野の湿った場所に生える多年草,日本の野生植物 第1巻,95,macOS Vision OCR + rule parser
plant-profile-000505,シロバナマンジュシャゲ,Lyeoris xalbiflora,ヒガンバナ科,AMARYLLIDACEAE,ヒガンバナ属,Lycoris,多年草,,9ー10月で結実しない,九州を中心に分布する,,日本の野生植物 第1巻,95,macOS Vision OCR + rule parser
plant-profile-000506,スイセン,Nareissus tazetta,ヒガンバナ科,AMARYLLIDACEAE,スイセン属,Nareissus,,20-40cm,,,本州（関東以西）・九州の海岸に生 188 ヒガンバナ科 えるが真の自生ではない,日本の野生植物 第1巻,95,macOS Vision OCR + rule parser
plant-profile-000507,ナツズイセン,Lycoris xsquamigera,ヒガンバナ科,AMARYLLIDACEAE,ヒガンバナ属,Lycoris,,50-70cm,,,中国原産の多年生植物で、日本国内では観 質用に栽培されたものがときに逸出して野生化している,日本の野生植物 第1巻,95,macOS Vision OCR + rule parser
plant-profile-000508,ヒガンバナ,Lycoris radiata,ヒガンバナ科,AMARYLLIDACEAE,ヒガンバナ属,Lycoris,,30-60cm,,北海道～琉球に広く分布するが、もとより の自生ではなく、昔、中国から渡来したものが拡がったものと考えられる,人家に近い田畑の緑、堤防、墓地などに群生 する,日本の野生植物 第1巻,95,macOS Vision OCR + rule parser
plant-profile-000509,アオノリュウゼツラン,Agave amerieana,クサスギカズラ科,ASPARAGACEAE,リュウゼツラン属,Agave,,,,,国内には繊維作物や観質植 物として導入されたが、繁殖力が旺盛で、小笠原では広く野生化して問題となっている,日本の野生植物 第1巻,96,macOS Vision OCR + rule parser
plant-profile-000510,オランダキジカクシ,Asparagus offcinalis,クサスギカズラ科,ASPARAGACEAE,クサスギカズラ属,Asparagus,,,,,,日本の野生植物 第1巻,96,macOS Vision OCR + rule parser
plant-profile-000511,キジカクシ,Asparagus schoberioides,クサスギカズラ科,ASPARAGACEAE,クサスギカズラ属,Asparagus,多年草,,,朝鮮半島・中国北部・モンゴル・ロシア（シベリア以東）に分布する,キジカクシ Asparagus schoberioides Kunth （PL 175） 山地の草原に生える多年草,日本の野生植物 第1巻,96,macOS Vision OCR + rule parser
plant-profile-000512,クサスギカズラ,Asparagus cochinehinensis,クサスギカズラ科,ASPARAGACEAE,クサスギカズラ属,Asparagus,多年草,1ー2m,,本州・四国・九州・琉球、朝鮮半島・中国・ 台湾・ベトナム・ラオスに分布する,おもに海岸近く生える多年草,日本の野生植物 第1巻,96,macOS Vision OCR + rule parser
plant-profile-000513,サイザル,Agave sisalana,クサスギカズラ科,ASPARAGACEAE,リュウゼツラン属,Agave,,,,,繊維 作物として世界中で栽培され、小笠原では広く野生化して問題となっている,日本の野生植物 第1巻,96,macOS Vision OCR + rule parser
plant-profile-000514,タマボウキ,Asparagus oligoclonos,クサスギカズラ科,ASPARAGACEAE,クサスギカズラ属,Asparagus,,50-100cm,,朝鮮半島・中国北東部・ モンゴル・ロシア（シベリア以東）に分布する,山麓の草原に生える,日本の野生植物 第1巻,96,macOS Vision OCR + rule parser
plant-profile-000515,ツルボ,Barnardia japonica,クサスギカズラ科,ASPARAGACEAE,ハラン属,Aspidistra,多年草,,,北海道南 西部～琉球、朝鮮半島・中国・台湾・ウスリーに分布する,山野の日当りのよいところに生え る多年草,日本の野生植物 第1巻,96,macOS Vision OCR + rule parser
plant-profile-000516,ハマタマボウキ,Asparagus kiusianus,クサスギカズラ科,ASPARAGACEAE,クサスギカズラ属,Asparagus,多年草,50-80cm,,本州（中国地方）・九州（北部～西部）に分布する,海岸に生える多年草,日本の野生植物 第1巻,96,macOS Vision OCR + rule parser
plant-profile-000517,イワギボウシ,Hosta longipes,クサスギカズラ科,ASPARAGACEAE,ギボウシ属,Hosta,多年草,25-30cm,,,山中の湿った楜上また は岩上に生える多年草,日本の野生植物 第1巻,97,macOS Vision OCR + rule parser
plant-profile-000518,ケイビラン,Comospermum yedoense,クサスギカズラ科,ASPARAGACEAE,ケイビラン属,Comospermum,多年草,,,本州 （紀伊半島）・四国・九州に分布する,,日本の野生植物 第1巻,97,macOS Vision OCR + rule parser
plant-profile-000519,スズラン,Couvallaria majalis,クサスギカズラ科,ASPARAGACEAE,スズラン属,Convallaria,多年草,16ー35cm,,南千島・北海道・本州・九州、朝鮮半島・中国・ロシ ア（シベリア東部以東）・モンゴル・ミャンマーに分布する,山地、高原の草地に生える多年草,日本の野生植物 第1巻,97,macOS Vision OCR + rule parser
plant-profile-000520,タマノカンザシ,Hosta plantaginea,クサスギカズラ科,ASPARAGACEAE,ギボウシ属,Hosta,多年草,50-70cm,,,,日本の野生植物 第1巻,97,macOS Vision OCR + rule parser
plant-profile-000521,ウバタケギボウシ,Hosta pulchella,クサスギカズラ科,ASPARAGACEAE,ギボウシ属,Hosta,多年草,,,,山地の岩場に生える多年草,日本の野生植物 第1巻,98,macOS Vision OCR + rule parser
plant-profile-000522,ウラジロギボウシ,Hosta hypoleuca,クサスギカズラ科,ASPARAGACEAE,ギボウシ属,Hosta,多年草,,,,谷沿いの岩壁に生える多年草,日本の野生植物 第1巻,98,macOS Vision OCR + rule parser
plant-profile-000523,オオバギボウシ,Hosta sieboldiana,クサスギカズラ科,ASPARAGACEAE,ギボウシ属,Hosta,多年草,50-100cm,,北海道南西部～九州に分布する,山地の草原 や林緑に生える多年草,日本の野生植物 第1巻,98,macOS Vision OCR + rule parser
plant-profile-000524,オニヤブラン,Liriope tawadae,クサスギカズラ科,ASPARAGACEAE,ギボウシ属,Hosta,,,,,,日本の野生植物 第1巻,98,macOS Vision OCR + rule parser
plant-profile-000525,キヨスミギボウシ,Hosta kiyosumiensis,クサスギカズラ科,ASPARAGACEAE,ギボウシ属,Hosta,多年草,30-60cm,,,山地の湿った岩場に生える多年草,日本の野生植物 第1巻,98,macOS Vision OCR + rule parser
plant-profile-000526,コバギボウシ,Hosta sieboldii,クサスギカズラ科,ASPARAGACEAE,ギボウシ属,Hosta,多年草,30-45cm,,南千島・北海道・本 州・四国・九州、ウルップ島・サハリン・ウスリーに分布する,日当りのよい湿地に生える多年草,日本の野生植物 第1巻,98,macOS Vision OCR + rule parser
plant-profile-000527,コヤブラン,Liriope spieata,クサスギカズラ科,ASPARAGACEAE,ギボウシ属,Hosta,多年草,,,本州中部～琉球、朝鮮半島・台湾・中国・ベトナムに分布する,林下に生える多年草,日本の野生植物 第1巻,98,macOS Vision OCR + rule parser
plant-profile-000528,シコクギボウシ,Hosta shikokiana,クサスギカズラ科,ASPARAGACEAE,ギボウシ属,Hosta,多年草,40-60cm,,本州（中国 地方）・四国・九州、朝鮮半品に分布する,シコクギボウシ Hosta shikokiana N. Fujita 岩場に生える多年草,日本の野生植物 第1巻,98,macOS Vision OCR + rule parser
plant-profile-000529,スジギボウシ,Hosta undulata,クサスギカズラ科,ASPARAGACEAE,ギボウシ属,Hosta,多年草,80ー150cm,,,,日本の野生植物 第1巻,98,macOS Vision OCR + rule parser
plant-profile-000530,セトウチギボウシ,Hosta pyenophylla,クサスギカズラ科,ASPARAGACEAE,ギボウシ属,Hosta,多年草,,,,セトウチギボウシ Hosta pyenophylla F. Maek. 日当たりがよく、乾いた集塊岩地に生える多年草,日本の野生植物 第1巻,98,macOS Vision OCR + rule parser
plant-profile-000531,ツシマギボウシ,Hosta tsushiimensis,クサスギカズラ科,ASPARAGACEAE,ギボウシ属,Hosta,多年草,15ー75cm,,,ツシマギボウシ Hosta tsushiimensis N. Fujita var. tsushimensis やや乾いたところに生える多年草,日本の野生植物 第1巻,98,macOS Vision OCR + rule parser
plant-profile-000532,ヒメヤブラン,Liriope minor,クサスギカズラ科,ASPARAGACEAE,ギボウシ属,Hosta,多年草,,,北海道南西部～琉球、台湾・中国に分布する,原野の草地や林下に生える多年草,日本の野生植物 第1巻,98,macOS Vision OCR + rule parser
plant-profile-000533,ヒュウガギボウシ,Hosta kikutii,クサスギカズラ科,ASPARAGACEAE,ギボウシ属,Hosta,多年草,,,九州南東部に分布する,山地の湿った岩場に生える多年草,日本の野生植物 第1巻,98,macOS Vision OCR + rule parser
plant-profile-000534,ミズギボウシ,Hosta longissima,クサスギカズラ科,ASPARAGACEAE,ギボウシ属,Hosta,多年草,40-65cm,,本州（愛知県以西）・四国・九州、朝鮮半島に分布する,ミズギボウシ Hosta longissima Honda ex E. Mack. 湿地に生える多年草,日本の野生植物 第1巻,98,macOS Vision OCR + rule parser
plant-profile-000535,ヤブラン,Liriope museari,クサスギカズラ科,ASPARAGACEAE,ギボウシ属,Hosta,多年草,,,本州～琉球、朝鮮半島南部・台湾・中国に分布する,林下に生える多年草,日本の野生植物 第1巻,98,macOS Vision OCR + rule parser
plant-profile-000536,オオバジャノヒゲ,Ophiopogonl planiseapus,クサスギカズラ科,ASPARAGACEAE,ジャノヒゲ属,Ophiopogon,多年草,,,本州～九州に分布する,オオバジャノヒゲ Ophiopogonl planiseapus Nakai （PL178） 林下に生える多年草,日本の野生植物 第1巻,99,macOS Vision OCR + rule parser
plant-profile-000537,ノシラン,Ophiopogon jaburan,クサスギカズラ科,ASPARAGACEAE,ジャノヒゲ属,Ophiopogon,多年草,,,本州（関東地方以西）～琉球、韓国（済州島）に分布する,海に近い林の下に生える多年草,日本の野生植物 第1巻,99,macOS Vision OCR + rule parser
plant-profile-000538,ハルナユキザサ,Maianthemum robustum,クサスギカズラ科,ASPARAGACEAE,マイヅルソウ属,Maianthemu,,1.5m,6一7月,,,日本の野生植物 第1巻,99,macOS Vision OCR + rule parser
plant-profile-000539,ヒメマイヅルソウ,Malanthemum bifolium,クサスギカズラ科,ASPARAGACEAE,マイヅルソウ属,Maianthemu,,,,北海 道・本州（北部～中部）、朝鮮半島・中国・サハリン・カムチャツカ・シベリアに分布する,,日本の野生植物 第1巻,99,macOS Vision OCR + rule parser
plant-profile-000540,ヒロハユキザサ,Maianthemum yesoense,クサスギカズラ科,ASPARAGACEAE,マイヅルソウ属,Maianthemu,,,6月下旬～8月,,針葉横林下に生える多 年草,日本の野生植物 第1巻,99,macOS Vision OCR + rule parser
plant-profile-000541,マイヅルソウ,Maianthemum dilatatum,クサスギカズラ科,ASPARAGACEAE,マイヅルソウ属,Maianthemu,多年草,8ー25cm,,南千島・北海道・本州・四国・九州、朝鮮半島・中国北東部・シベリア東部・サハリン・千島・ カムチャツカ・北アメリカに分布する,山地や亜高 山帯の針葉樹林下に生える多年草,日本の野生植物 第1巻,99,macOS Vision OCR + rule parser
plant-profile-000542,ユキザサ,Maianthemum japonicum,クサスギカズラ科,ASPARAGACEAE,マイヅルソウ属,Maianthemu,多年草,20-70cm,,朝鮮半 島・中国・ウスリー・アムールに分布する,山地の林下に生える多年草,日本の野生植物 第1巻,99,macOS Vision OCR + rule parser
plant-profile-000543,ヨナグニノシラン,Ophiopogon reversus,クサスギカズラ科,ASPARAGACEAE,ジャノヒゲ属,Ophiopogon,多年草,,,,,日本の野生植物 第1巻,99,macOS Vision OCR + rule parser
plant-profile-000544,アマドコロ,Polygonatum odoratum,クサスギカズラ科,ASPARAGACEAE,アマドコロ属,Polygonatum,多年草,,,北海道～ 九州、朝鮮半島に分布する,山地の林下に 生える多年草,日本の野生植物 第1巻,100,macOS Vision OCR + rule parser
plant-profile-000545,ウスギワニグチソウ,Polygonatum cryptanthum,クサスギカズラ科,ASPARAGACEAE,アマドコロ属,Polygonatum,,,,九州（福岡県・対馬）、韓国に分布する,ウスギワニグチソウ Polygonatum cryptanthum H. Ley. et Vaniot （PL 182）林下や草原に生える多 年草,日本の野生植物 第1巻,100,macOS Vision OCR + rule parser
plant-profile-000546,オモト,Rohdea japoniea,クサスギカズラ科,ASPARAGACEAE,キチジョウソウ属,Reineckea,多年草,8ー20cm,,本州（関東地方以 西）・四国・九州、中国に分布する,暖かい地方の林下に生える多年草,日本の野生植物 第1巻,100,macOS Vision OCR + rule parser
plant-profile-000547,キチジョウソウ,Reineekea carnea,クサスギカズラ科,ASPARAGACEAE,キチジョウソウ属,Reineckea,多年草,,,本州（関東地方以西）・四国・九州、中国に分布する,林下に生える多年草,日本の野生植物 第1巻,100,macOS Vision OCR + rule parser
plant-profile-000548,チトセラン,Sansevieria nilotica,クサスギカズラ科,ASPARAGACEAE,チトセラン属,Sansevieria,,,,,小笠原では各所に野生化している,日本の野生植物 第1巻,100,macOS Vision OCR + rule parser
plant-profile-000549,ナルコユリ,Polygonatum faleatum,クサスギカズラ科,ASPARAGACEAE,アマドコロ属,Polygonatum,多年草,,,本州（関 東地方以西）・四国・九州、韓国に分布する,山地の林下に生える多年草,日本の野生植物 第1巻,100,macOS Vision OCR + rule parser
plant-profile-000550,ヒメイズイ,Polygonatum humile,クサスギカズラ科,ASPARAGACEAE,アマドコロ属,Polygonatum,多年草,,,南千島・北海道・本州（滋賀県以北）・ 九州（？），ウルップ島・サハリン～シベリア・朝鮮半島・中国北東部・モンゴルに分布する,草原や海岸に生える多年草,日本の野生植物 第1巻,100,macOS Vision OCR + rule parser
plant-profile-000551,ヒメナルコユリ,Polygonatum amabile,クサスギカズラ科,ASPARAGACEAE,アマドコロ属,Polygonatum,多年草,,,本州中部・九州（佐賀県）にまれに分布する,ヒメナルコユリ Polygonatum amabile Yatabe 林下に生える多年草,日本の野生植物 第1巻,100,macOS Vision OCR + rule parser
plant-profile-000552,ミドリヨウラク,Polygonatum inflatum,クサスギカズラ科,ASPARAGACEAE,アマドコロ属,Polygonatum,多年草,,,本州（広島県）・四国・九州、朝鮮半島・ 中国北東部に分布する,山地の林下や草原に生える多年草,日本の野生植物 第1巻,100,macOS Vision OCR + rule parser
plant-profile-000553,ミヤマナルコユリ,Polygonatum lasianthum,クサスギカズラ科,ASPARAGACEAE,アマドコロ属,Polygonatum,多年草,,,北海道～九州に分布する,山地の林下に生える 多年草,日本の野生植物 第1巻,100,macOS Vision OCR + rule parser
plant-profile-000554,ワニグチソウ,Polygonatu involueratum,クサスギカズラ科,ASPARAGACEAE,アマドコロ属,Polygonatum,,,,北海道南西部・本州・九州，朝鮮半島・中国北東部・ ウスリーに分布する,ワニグチソウ Polygonatu involueratum （Franch. et Sav.） Maxim.（PL 183） 山地の林下に生える多 年草,日本の野生植物 第1巻,100,macOS Vision OCR + rule parser
plant-profile-000555,クロツグ,Arenga engleri,ヤシ科,ARECACEAE,クロッグ属,Arenga,小高木,2ー5m,,サトウヤシA.pinnata （Wurmb） Mer. 200 ヤシ科 はマレーシアからインドにかけて分布し、日本では温室で観質用に栽培される,吐噶喇列島以南 の琉球に自生し、熱帯および亜熱帯の低地の林内に生える,日本の野生植物 第1巻,101,macOS Vision OCR + rule parser
plant-profile-000556,ニッパヤシ,Nypa fruticans,ヤシ科,ARECACEAE,ニッパヤシ属,Nypa,,4ー10m,,フィリピンから広くマレーシア地域・インドおよびミクロネ シアに分布する代表的なマングローブ植物の1つである,日本では琉球の西表島と内離島にそれ ぞれ1つの自生が確認されている,日本の野生植物 第1巻,101,macOS Vision OCR + rule parser
plant-profile-000557,ノヤシ,Clinostigma savoryanum,ヤシ科,ARECACEAE,クロッグ属,Arenga,常緑高木,7ー10m,6ー7月,,日本には次の1種が自生する,日本の野生植物 第1巻,101,macOS Vision OCR + rule parser
plant-profile-000558,ビロウ,Livistona chinensis,ヤシ科,ARECACEAE,クロッグ属,Arenga,高木,15m,,四国（南部）・九州・琉球に分布し,亜熱帯の海岸近くに 生える,日本の野生植物 第1巻,101,macOS Vision OCR + rule parser
plant-profile-000559,ヤエヤマヤシ,Satakentia liukinensis,ヤシ科,ARECACEAE,ヤエヤマヤシ属,Satakentia,常緑高木,,,,,日本の野生植物 第1巻,101,macOS Vision OCR + rule parser
plant-profile-000560,ヤンバルミョウガ,Amischotolype hispida,ツユクサ科,COMMELINACEAE,ヤンバルミョウガ属,Amischotolype,多年草,25-90cm,,奄美大島・沖永良部島・沖縄島・八重山列島、台湾・中国南部・東南アジアに分布する,林下 に生える多年草,日本の野生植物 第1巻,102,macOS Vision OCR + rule parser
plant-profile-000561,アオイカズラ,Streptolirion lineare,ツユクサ科,COMMELINACEAE,アオイカズラ属,Streptolinion,つる草,,,本州 （中国地方）、朝鮮半島・中国（北東部～北部）に分布する,山地に生える一年生のつる草,日本の野生植物 第1巻,103,macOS Vision OCR + rule parser
plant-profile-000562,イボクサ,Murdannia keisak,ツユクサ科,COMMELINACEAE,ヤンバルミョウガ属,Amischotolype,,20-30cm,,北海道～琉球、朝鮮半島・中国に分布する,湿地や水辺に生える一年 草,日本の野生植物 第1巻,103,macOS Vision OCR + rule parser
plant-profile-000563,コヤブミョウガ,Pollia miranda,ツユクサ科,COMMELINACEAE,ヤブミョウガ属,Pollia,草本,,,九 州用部～沖縄島、台湾・中国用部に分布する,,日本の野生植物 第1巻,103,macOS Vision OCR + rule parser
plant-profile-000564,ザルゾコミョウガ,Pollia secundillora,ツユクサ科,COMMELINACEAE,ヤブミョウガ属,Pollia,多年草,,,石垣島、台湾・中国南部～インドシナ半島・マレーシア・インドに分布,,日本の野生植物 第1巻,103,macOS Vision OCR + rule parser
plant-profile-000565,シマイボクサ,Murdamnia loriformis,ツユクサ科,COMMELINACEAE,ヤンバルミョウガ属,Amischotolype,多年草,,,四国南部・九州南部～琉球，台湾・ 中国・フィリピン・マレーシア・インドに分布する,,日本の野生植物 第1巻,103,macOS Vision OCR + rule parser
plant-profile-000566,タヌキアヤメ,Philydrum lanuginosum,タヌキアヤメ科,PHILYDRACEAE,タヌキアヤメ属,Philydrum,,50-100cm,,九州～琉球、中国・マレーシア・インド・タイ・ベト ナム・ミャンマー・パプアニューギニア・オーストラリアに分布する,水湿地に生える直立する多 年草,日本の野生植物 第1巻,103,macOS Vision OCR + rule parser
plant-profile-000567,ナガバイボクサ,Mwdamnia angustifolia,ツユクサ科,COMMELINACEAE,ヤンバルミョウガ属,Amischotolype,一年草,,,琉球・小笠原、台湾・東南アジアに分布する,,日本の野生植物 第1巻,103,macOS Vision OCR + rule parser
plant-profile-000568,ナンバンツユクサ,Commelina paludosa,ツユクサ科,COMMELINACEAE,ヤンバルミョウガ属,Amischotolype,多年草,60-90cm,,台湾・中国南部・東南アジア・ヒマラヤ・インドに分布する,山地のやや暗いところに 生える多年草,日本の野生植物 第1巻,103,macOS Vision OCR + rule parser
plant-profile-000569,ホウライツユクサ,Commelina aurieulata,ツユクサ科,COMMELINACEAE,ヤンバルミョウガ属,Amischotolype,多年草,,,九州南部～琉球，台湾・中国南部・東南アジア・オーストラリ アに分布する,,日本の野生植物 第1巻,103,macOS Vision OCR + rule parser
plant-profile-000570,マルバツユクサ,Commelina benghalensis,ツユクサ科,COMMELINACEAE,ヤンバルミョウガ属,Amischotolype,多年草,,,本州（関東地方以西） ～琉球・小笠原、アジア～アフリカの熱帯・亜熱帯に分布する,海岸に近い砂質地や耕地に生える多年草,日本の野生植物 第1巻,103,macOS Vision OCR + rule parser
plant-profile-000571,ヤブミョウガ,Pollia japonica,ツユクサ科,COMMELINACEAE,ヤブミョウガ属,Pollia,多年草,,,本州（宮城県以南）～九州韓国・台湾・中国南部に分布する,暖地の林下に生える多年草,日本の野生植物 第1巻,103,macOS Vision OCR + rule parser
plant-profile-000572,コナギ,Monochoria vaginalis,ミズアオイ科,PONTEDERIACEAE,ミズアオイ属,Monochoria,一年草,,8ー10月,北海道～琉球、アジ ア・オーストラリアに分布し、北アメリカとヨーロッパに移入分布する,水田やため池に生える抽水性の 一年草,日本の野生植物 第1巻,104,macOS Vision OCR + rule parser
plant-profile-000573,バショウ,Musa basjoo,バショウ科,MUSACEAE,バショウ属,Musa,,,,,,日本の野生植物 第1巻,104,macOS Vision OCR + rule parser
plant-profile-000574,ホテイアオイ,Eichhornia erassipes,ミズアオイ科,PONTEDERIACEAE,ホテイアオイ属,Eichhornia,多年草,,日本 では6ー10月,南アメリカの熱帯原産で、本州～琉球、世界中の熱帯～温帯に移入分布している,水路などに生え る浮遊性の多年草または一年草,日本の野生植物 第1巻,104,macOS Vision OCR + rule parser
plant-profile-000575,ミズアオイ,Monochoria korsakowii,ミズアオイ科,PONTEDERIACEAE,ミズアオイ属,Monochoria,一年草,,8ー10月,北海道～九州， 206ミズアオイ科 東アジアに分布する,湖沼や水田，水路などに生える抽水 性の一年草,日本の野生植物 第1巻,104,macOS Vision OCR + rule parser
plant-profile-000576,リュウキュウバショウ,Musa balbisiana,バショウ科,MUSACEAE,バショウ属,Musa,,,,,,日本の野生植物 第1巻,104,macOS Vision OCR + rule parser
plant-profile-000577,アオノクマタケラン,Alpinia intermedia,ショウガ科,ZINGIBERACEAE,ハナミョウガ属,Alpinia,多年草,,,,暖地の林下に生える常緑の多年草,日本の野生植物 第1巻,105,macOS Vision OCR + rule parser
plant-profile-000578,イリオモテクマタケラン,Alpinia flabellata,ショウガ科,ZINGIBERACEAE,ハナミョウガ属,Alpinia,,,,琉球（石垣島・西表島）、台湾・中国・フィリピ ンに分布する,,日本の野生植物 第1巻,105,macOS Vision OCR + rule parser
plant-profile-000579,クマタケラン,Alpinia xformosana,ショウガ科,ZINGIBERACEAE,ハナミョウガ属,Alpinia,,,,,九州商部～琉球、台湾に自生する,日本の野生植物 第1巻,105,macOS Vision OCR + rule parser
plant-profile-000580,ゲットウ,Alpinia zerumbet,ショウガ科,ZINGIBERACEAE,ハナミョウガ属,Alpinia,,,,九州南部～琉球・小笠原、台湾・東 南アジア・インド・スリランカに分布する,,日本の野生植物 第1巻,105,macOS Vision OCR + rule parser
plant-profile-000581,ダンドク,Camna indiea,カンナ科,CANNACEAE,カンナ属,Canna,,1.5ー2m,6ー 10月,,林縁、道路脇や開放地などに生える根茎をもつ多 年草,日本の野生植物 第1巻,105,macOS Vision OCR + rule parser
plant-profile-000582,チクリンカ,Alpinia nigra,ショウガ科,ZINGIBERACEAE,ハナミョウガ属,Alpinia,,,,中国南部からプータン・インド・スリランカ・ミャンマー・ タイなどに広く分布する,,日本の野生植物 第1巻,105,macOS Vision OCR + rule parser
plant-profile-000583,ハナミョウガ,Alpinia japonica,ショウガ科,ZINGIBERACEAE,ハナミョウガ属,Alpinia,多年草,40-60cm,5ー6月,本州（関東以西）～九 州・奄美、中国・台湾に分布する,暖地の山中の林下に生える多年草,日本の野生植物 第1巻,105,macOS Vision OCR + rule parser
plant-profile-000584,ミョウガ,Zingiber mioga,ショウガ科,ZINGIBERACEAE,ショウガ属,Zingiber,多年草,5ー10cm,,,,日本の野生植物 第1巻,105,macOS Vision OCR + rule parser
