昆虫ID,分類群,大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族名_1,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,その他の和名_1,標準図鑑以後の変更,学名,主要食草1,主要食草科1,観察タイプ1,利用部位1,利用ステージ1,出典1,食草備考1,主要食草2,主要食草科2,観察タイプ2,利用部位2,利用ステージ2,出典2,食草備考2,主要食草3,主要食草科3,観察タイプ3,利用部位3,利用ステージ3,出典3,食草備考3,主要食草4,主要食草科4,観察タイプ4,利用部位4,利用ステージ4,出典4,食草備考4,主要食草5,主要食草科5,観察タイプ5,利用部位5,利用ステージ5,出典5,食草備考5,データソース,備考
catalog-2932,蛾類,2932,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Ourapteryx,,nomurai,,,,,ノムラツバメエダシャク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2933,蛾類,2933,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Ourapteryx,,obtusicauda,,,,,コガタツバメエダシャク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2934,蛾類,2934,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Ourapteryx,,subpunctaria,,,,,ヒメツバメエダシャク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2935,蛾類,2935,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Ourapteryx,,maculicaudaria,,,,,シロツバメエダシャク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2936,蛾類,2936,Geometridae,シャクガ科,Ennominae,エダシャク亜科,,,,,Tristrophis,,veneris,,,,,トラフツバメエダシャク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2152,蛾類,2152,Geometridae,シャクガ科,Alsophilinae,フユシャク亜科,,,,,Alsophila,,japonensis,,,,,シロオビフユシャク,,,,,,"Alsophila japonensis (Warren, 1894)",カバノキ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ブナ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,クルミ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ヤナギ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ニレ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,
moth-1750,蛾類,,Geometridae,シャクガ科,Alsophilinae,フユシャク亜科,,,,,Alsophila,,inouei,,,,,ユキムカエフユシャク,,,,,,"Alsophila inouei Nakajima, 1989",ヤマハンノキ (カバノキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1751,蛾類,,Geometridae,シャクガ科,Alsophilinae,フユシャク亜科,,,,,Alsophila,,yanagitai,,,,,サクフウフユシャク,,,,,,"Alsophila yanagitai Nakajima, 1995",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2153,蛾類,2153,Geometridae,シャクガ科,Alsophilinae,フユシャク亜科,,,,,Alsophila,,foedata,,,,,クロバネフユシャク,,,,,,"Alsophila foedata Inoue, 1944",クヌギ; コナラ (ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2154,蛾類,2154,Geometridae,シャクガ科,Alsophilinae,フユシャク亜科,,,,,Alsophiloides,,acroama,,,,,スジモンフユシャク,,,,,,"Alsophiloides acroama (Inoue, 1944)",モミ (マツ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2155,蛾類,2155,Geometridae,シャクガ科,Alsophilinae,フユシャク亜科,,,,,Inurois,,membranaria,,,,,クロテンフユシャク,,,,,,"Inurois membranaria (Christoph, 1881)",カバノキ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ブナ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,クルミ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ニレ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ムクロジ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,
catalog-2156,蛾類,2156,Geometridae,シャクガ科,Alsophilinae,フユシャク亜科,,,,,Inurois,,fletcheri,,,,,ウスバフユシャク,,,,,,"Inurois fletcheri Inoue, 1954",ブナ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,バラ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ニレ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ムクロジ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,カキノキ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,
moth-1752,蛾類,,Geometridae,シャクガ科,Alsophilinae,フユシャク亜科,,,,,Inurois,,nikkoensis,,,,,ヤマウスバフユシャク,,,,,,"Inurois nikkoensis Nakajima, 1992",ソメイヨシノ (バラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1753,蛾類,,Geometridae,シャクガ科,Alsophilinae,フユシャク亜科,,,,,Inurois,,kobayashii,,,,,シュゼンジフユシャク,,,,,,"Inurois kobayashii Nakajima, 1992",ソメイヨシノ (バラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1754,蛾類,,Geometridae,シャクガ科,Alsophilinae,フユシャク亜科,,,,,Inurois,,minutulus,,,,,アカウスバフユシャク,,,,,,"Inurois minutulus Nakajima & Kudo, 1987",ソメイヨシノ (バラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2157,蛾類,2157,Geometridae,シャクガ科,Alsophilinae,フユシャク亜科,,,,,Inurois,,asahinai,,,,,フタスジフユシャク,,,,,,"Inurois asahinai Inoue, 1974",ヤマザクラ (バラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,コハウチワカエデ (ムクロジ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2158,蛾類,2158,Geometridae,シャクガ科,Alsophilinae,フユシャク亜科,,,,,Inurois,,kyushuensis,,,,,クジュウフユシャク,,,,,,"Inurois kyushuensis Inoue, 1974",ヤシャブシ (カバノキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ミヤマキリシマの葉・花 (ツツジ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2159,蛾類,2159,Geometridae,シャクガ科,Alsophilinae,フユシャク亜科,,,,,Inurois,,tenuis,,,,,ホソウスバフユシャク,,,,,,"Inurois tenuis Butler, 1879",カバノキ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ブナ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,バラ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ニレ科,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2160,蛾類,2160,Geometridae,シャクガ科,Alsophilinae,フユシャク亜科,,,,,Inurois,,fumosa,,,,,ウスモンフユシャク,,,,,,"Inurois fumosa (Inoue, 1944)",ツノハシバミ (カバノキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,アベマキ (ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,カワヤナギ (ヤナギ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ヤマザクラ (バラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2161,蛾類,2161,Geometridae,シャクガ科,Oenochrominae,フトシャク亜科,,,,,Sarcinodes,,mongaku,,,,,ハスオビトガリシャク,,,,,,"Sarcinodes mongaku Marumo, 1920",ヤマモガシ (ヤマモガシ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2162,蛾類,2162,Geometridae,シャクガ科,Oenochrominae,フトシャク亜科,,,,,Sarcinodes,,yaeyamana,,,,,ムラサキトガリシャク,,,,,,"Sarcinodes yaeyamana Inoue, 1976",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1755,蛾類,,Geometridae,シャクガ科,Desmobathrinae,ホソシャク亜科,,,,,Derambila,,dentifera,,,,,ハニンスホソシャク,,,,,,"Derambila dentifera (Moore, 1888)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2167,蛾類,2167,Geometridae,シャクガ科,Desmobathrinae,ホソシャク亜科,,,,,Ozola,,japonica,,,,,エグリトガリシャク,,,,,,"Ozola japonica Prout, 1910",ハマクサギ (シソ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2168,蛾類,2168,Geometridae,シャクガ科,Desmobathrinae,ホソシャク亜科,,,,,Ozola,,defectata,,,,,オキナワトガリシャク,,,,,,"Ozola defectata Inoue, 1971",タイワンウオクサギ (シソ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2166,蛾類,2166,Geometridae,シャクガ科,Orthostixinae,ホシシャク亜科,,,,,Naxa,,seriaria,,,,,ホシシャク,,,,,,"Naxa seriaria (Motschulsky, 1866)",ネズミモチ; イボタノキ (モクセイ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1756,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Pingasa,,alba,,,,,オオシロアヤシャク,,,,,,"Pingasa alba Swinhoe, 1891",ハギ類(マメ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1757,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Pingasa,,pseudoterpnaria,,,,,コアヤシャク,,,,,,"Pingasa pseudoterpnaria (Guenée, 1857)",ハギ類(マメ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1758,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Pingasa,,ruginaria,,,,,タイワンアヤシャク,,,,,,"Pingasa ruginaria (Guenée, 1857)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,広食性,,,,
moth-1759,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Pingasa,,aigneri,,,,,ウスアオアヤシャク,,,,,,"Pingasa aigneri Prout, 1930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1760,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Herochroma,,cristata,,,,,アカオビアヤシャク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1761,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Pachista,,superans,,,,,オオアヤシャク,,,,,,"Pachista superans (Butler, 1878)",モクレン; ホオノキ; タムシバ; オオヤマレンゲ; シデコブシ(以上モクレン科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1762,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Dindica,,virescens,,,,,ウスアオシャク,,,,,,"Dindica virescens (Butler, 1878)",ヤマコウバシ; ダンコウバイ; アブラチャン; クロモジ(以上クスノキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1763,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Agathia,,carissima,,,,,チズモンアオシャク,,,,,,"Agathia carissima Butler, 1878",コイケマ; ガガイモの花蕾・葉(以上キョウチクトウ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1764,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Agathia,,visenda,,,,,アシブトチズモンアオシャク,,,,,,"Agathia visenda Butler, 1880",テイカカズラ(キョウチクトウ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1765,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Agathia,,lycaenaria,,,,,マダラチズモンアオシャク,,,,,,"Agathia lycaenaria (Kollar, 1844)",オキナワテイカカズラ (キョウチクトウ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1766,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Agathia,,laetata,,,,,ヤエヤマチズモンアオシャク,,,,,,"Agathia laetata (Fabricius, 1794)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1767,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Agathia,,ichnospora,,,,,オガサワラチズモンアオシャク,,,,,,"Agathia ichnospora Prout, 1934",テリハボク (フクギ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,テイカカズラ(キョウチクトウ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1768,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Ornithospila,,bipunctata,,,,,カビラアオシャク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1769,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Aracima,,muscosa,,,,,アトヘリアオシャク,,,,,,"Aracima muscosa Butler, 1878",ヤマハンノキ; タニガワハンノキ; ミヤマハンノキ(以上カバノキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,ハンノキ属に固有,,,,
moth-1770,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Timandromorpha,,enervata,,,,,ノコバアオシャク,,,,,,"Timandromorpha enervata Inoue, 1944",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1771,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Mixochlora,,vittata,,,,,ヒメカギバアオシャク,,,,,,"Mixochlora vittata (Moore, 1868)",ツノハシバミ(皮) (カバノキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,アベマキ(以上ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1772,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Tanaorhinus,,reciprocata,,,,,カギバアオシャク,,,,,,"Tanaorhinus reciprocata (Walker, 1861)",クヌギ; コナラ; カシ類(以上ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1773,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Geometra,,papilionaria,,,,,オオシロオビアオシャク,,,,,,"Geometra papilionaria (Linnaeus, 1758)",ヤマハンノキ; ダケカンバ; シラカンバ(以上カバノキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1774,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Geometra,,sponsaria,,,,,シロオビアオシャク,,,,,,"Geometra sponsaria (Bremer, 1864)",クリ; クヌギ; カシワ(以上ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1775,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Geometra,,ussuriensis,,,,,マエモンシロスジアオシャク,,,,,,"Geometra ussuriensis (Sauber, 1915)",コナラ; アベマキ(以上ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1776,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Geometra,,dieckmanni,,,,,カギシロスジアオシャク,,,,,,"Geometra dieckmanni Graeser, 1889",クリ; ミズナラ; コナラ(以上ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1777,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Geometra,,valida,,,,,クロスジアオシャク,,,,,,"Geometra valida Felder & Rogenhofer, 1875)",クリ; クヌギ; アラカシ; コナラ(以上ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1778,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Geometra,,glaucaria,,,,,コシロオビアオシャク,,,,,,"Geometra glaucaria Ménétriès, 1859",コナラ属(ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1779,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Neohipparchus,,vallata,,,,,キマエアオシャク,,,,,,"Neohipparchus vallata (Butler, 1878)",コナラ(以上ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,アベマキ(ブナ科)。ウメ(バラ科)の記録があるが確認が必要,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1780,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Eucyclodes,,infracta,,,,,ヒメシロフアオシャク,,,,,,"Eucyclodes infracta (Wileman, 1911)",ヒサカキ (ツバキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1781,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Eucyclodes,,difficta,,,,,シロフアオシャク,,,,,,"Eucyclodes difficta (Walker, 1861)",ネコヤナギ; コリヤナギ; カワヤナギ(以上ヤナギ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1782,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Pelagodes,,subquadraria,,,,,クスアオシャク,,,,,,"Pelagodes subquadraria (Inoue, 1976)",クスノキ(クスノキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1783,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Pelagodes,,antiquadraria,,,,,オオサザナミシロアオシャク,,,,,,"Pelagodes antiquadraria (Inoue, 1976)",イジュ(ツバキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1784,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Pelagodes,,proquadraria,,,,,ヒメサザナミアオシャク,,,,,,"Pelagodes proquadraria (Inoue, 1976)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,広食性,,,,
moth-1785,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Pelagodes,,ogasawarensis,,,,,チビサザナミシロアオシャク,,,,,,"Pelagodes ogasawarensis (Inoue, 1994)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1786,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Thalassodes,,intaminata,,,,,サザナミシロアオシャク,,,,,,"Thalassodes intaminata Inoue, 1971",かなり,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,広食性,,,,
moth-1787,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Thalassodes,,supracutipennis,,,,,トガリサザナミシロアオシャク,,,,,,"Thalassodes supracutipennis Inoue, 1994)",レイシ (ムクロジ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1788,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Jodis,,lactearia,,,,,ナミガタウスキアオシャク,,,,,,"Jodis lactearia (Linnaeus, 1758)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,広食性,,,,
moth-1789,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Jodis,,placida,,,,,ヒメナミガタアオシャク,,,,,,"Jodis placida Inoue, 1986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1790,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Jodis,,putata,,,,,ヒメウスアオシャク,,,,,,"Jodis putata (Linnaeus, 1758)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,広食性,,,,
moth-1791,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Jodis,,praerupta,,,,,マルモンヒメアオシャク,,,,,,"Jodis praerupta (Butler, 1878)",コナラ(ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1792,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Jodis,,urosticta,,,,,ウスキヒメアオシャク,,,,,,"Jodis urosticta Prout, 1930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,広食性,,,,
moth-1793,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Jodis,,amamiensis,,,,,スカシヒメアオシャク,,,,,,"Jodis amamiensis Inoue, 1982",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1794,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Jodis,,argutaria,,,,,ウスミズアオシャク,,,,,,"Jodis argutaria (Walker, 1866)",カツラ(カツラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ミツバウツギ(ミツバウツギ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ニワトコ(レンプクソウ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1795,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Jodis,,orientalis,,,,,コガタヒメアオシャク,,,,,,"Jodis orientalis Wehrli, 1923",バラ(バラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1796,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Jodis,,dentifascia,,,,,オオナミガタアオシャク,,,,,,"Jodis dentifascia Warren, 1897",カラマツ(マツ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1797,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Maxates,,albistrigata,,,,,スジモンツバメアオシャク,,,,,,"Maxates albistrigata (Warren, 1895)",クヌギ; ナラ類(以上ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1798,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Maxates,,ambigua,,,,,ツバメアオシャク,,,,,,"Maxates ambigua (Butler, 1878)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1799,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Maxates,,fuscofrons,,,,,ズグロツバメアオシャク,,,,,,"Maxates fuscofrons (Inoue, 1954)",ツルウメモドキ (ニシキギ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1800,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Maxates,,illiturata,,,,,ヒロバツバメアオシャク,,,,,,"Maxates illiturata (Walker, 1863)",ソメイヨシノ; モモ(以上バラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1801,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Maxates,,versicauda,,,,,サキシマツバメアオシャク,,,,,,"Maxates versicauda (Prout, 1920)",イタジイ (ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
