昆虫ID,分類群,大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族名_1,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,その他の和名_1,標準図鑑以後の変更,学名,主要食草1,主要食草科1,観察タイプ1,利用部位1,利用ステージ1,出典1,食草備考1,主要食草2,主要食草科2,観察タイプ2,利用部位2,利用ステージ2,出典2,食草備考2,主要食草3,主要食草科3,観察タイプ3,利用部位3,利用ステージ3,出典3,食草備考3,主要食草4,主要食草科4,観察タイプ4,利用部位4,利用ステージ4,出典4,食草備考4,主要食草5,主要食草科5,観察タイプ5,利用部位5,利用ステージ5,出典5,食草備考5,データソース,備考
moth-1802,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Maxates,,protrusa,,,,,ヒメツバメアオシャク,,,,,,"Maxates protrusa (Butler, 1878)",ウバメガシ(以上ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ウンシュウミカン(ミカン科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1803,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Maxates,,grandificaria,,,,,ハガタツバメアオシャク,,,,,,"Maxates grandificaria (Graeser, 1890)",カシグルミ; ノグルミ; サワグルミ(以上クルミ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1804,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Aoshakuna,,lucia,,,,,スジツバメアオシャク,,,,,,"Aoshakuna lucia (Thierry-Mieg, 1917)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,広食性,,,,
moth-1805,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Microloxia,,chlorissodes,,,,,コガタアオシャク,,,,,,"Microloxia chlorissodes Prout, 1912",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1806,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Hemithea,,aestivaria,,,,,キバラヒメアオシャク,,,,,,"Hemithea aestivaria (Hübner, 1799)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,広食性,,,,
moth-1807,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Hemithea,,,,,,,ハラアカヒメアオシャク,,,,,,"Hemithea beethoveni Inoue, 1942",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1808,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Hemithea,,tritonaria,,,,,ヘリグロヒメアオシャク,,,,,,"Hemithea tritonaria (Walker, 1863)",シデコブシ (モクレン科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,トウゴマ枯れ果(トウダイグサ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ハカマカズラ(マメ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,アラカシ (ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ナワシログミ(グミ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,
moth-1809,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Hemithea,,marina,,,,,アオスジアオシャク,,,,,,"Hemithea marina (Butler, 1878)",イヌマキ(マキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ヤマハギ(マメ科)の記録があるが,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1810,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Chlorissa,,obliterata,,,,,コウスアオシャク,,,,,,"Chlorissa obliterata (Walker, 1863)",アキノキリンソウ(キク科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ホザキシモツケ(バラ科)に産卵する個体が観察,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1811,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Chlorissa,,amphitritaria,,,,,ハラアカアオシャク,,,,,,"Chlorissa amphitritaria (Oberthür, 1879)",クリ(ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,リンゴ (バラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1812,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Chlorissa,,inornata,,,,,ウスハラアカアオシャク,,,,,,"Chlorissa inornata (Matsumura, 1925)",オトコヨモギ(キク科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1813,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Chlorissa,,anadema,,,,,ホソバハラアカアオシャク,,,,,,"Chlorissa anadema (Prout, 1930)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,広食性,,,,
moth-1814,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Idiochlora,,ussuriaria,,,,,ナミスジコアオシャク,,,,,,"Idiochlora ussuriaria (Bremer, 1864)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,広食性,,,,
moth-1815,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Idiochlora,,minuscula,,,,,オキナワコアオシャク,,,,,,"Idiochlora minuscula (Inoue, 1986)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1816,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Idiochlora,,takahashii,,,,,ヒメアオシャク,,,,,,"Idiochlora takahashii (Inoue, 1982)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1817,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Pamphlebia,,rubrolimbraria,,,,,ヘリアカトガリアオシャク,,,,,,"Pamphlebia rubrolimbraria (Guenée, 1857)",ケタデ(タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1818,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Pamphlebia,,rotunda,,,,,マルバネヘリアカトガリアオシャク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1819,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Culpinia,,diffusa,,,,,アカアシアオシャク,,,,,,"Culpinia diffusa (Walker, 1861)",シロツメクサ (マメ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,クワ(クワ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,イヌコウジュ(シソ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1820,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Thalera,,rubrifimbria,,,,,ハガタアオシャク,,,,,,"Thalera rubrifimbria Inoue, 1990",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1821,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Spaniocentra,,hollowayi,,,,,ウラジロアオシャク,,,,,,"Spaniocentra hollowayi Inoue, 1986",ハカマカズラ(マメ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1822,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Comibaena,,procumbaria,,,,,ヨツモンマエジロアオシャク,,,,,,"Comibaena procumbaria (Pryer, 1877)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,広食性,,,,
moth-1823,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Comibaena,,insulana,,,,,アマミヨツモンアオシャク,,,,,,"Comibaena insulana Inoue, 1986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1824,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Comibaena,,diluta,,,,,ヨツテンアオシャク,,,,,,"Comibaena diluta (Warren, 1895)",ハマゴウ (シソ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ツワブキ(キク科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1825,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Comibaena,,amoenaria,,,,,ヘリジロヨツメアオシャク,,,,,,"Comibaena amoenaria (Oberthür, 1880)",コナラ(ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,シダレヤナギ (ヤナギ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ミズナラ(以上ブナ科)で飼育記録がある,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1826,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Comibaena,,argentataria,,,,,ギンスジアオシャク,,,,,,"Comibaena argentataria (Leech, 1897)",クサイチゴ(バラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1827,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Comibaena,,,,,,,クロモンアオシャク,,,,,,"Comibaena delicatior (Warren, 1897)",ヤマハギの花(マメ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,コナラ(以上ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,アキニレの花と若い果実(ニレ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ヌルデの花(ウルシ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1828,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Comibaena,,subdelicata,,,,,ミナミクロモンアオシャク,,,,,,"Comibaena subdelicata Inoue, 1986",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1829,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Comibaena,,ingrata,,,,,カラフトウスアオシャク,,,,,,"Comibaena ingrata (Wileman, 1911)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1830,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Thetidia,,smaragdaria,,,,,ナミガタフタスジアオシャク,,,,,,"Thetidia smaragdaria (Fabricius, 1787)",ヨモギ(キク科)の一種,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1831,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Thetidia,,albocostaria,,,,,ヨツメアオシャク,,,,,,"Thetidia albocostaria (Bremer, 1864)",ヨモギ; キク(以上キク科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1832,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Hemistola,,veneta,,,,,コシロスジアオシャク,,,,,,"Hemistola veneta (Butler, 1879)",センニンソウ; ボタンヅル(以上キンポウゲ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1833,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Hemistola,,dijuncta,,,,,ヘリクロテンアオシャク,,,,,,"Hemistola dijuncta (Walker, 1861)",ミヤマイボタ(モクセイ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1834,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Hemistola,,tenuilinea,,,,,ハガタキスジアオシャク,,,,,,"Hemistola tenuilinea (Alphéraky, 1897)",クヌギ; アラカシ; コナラ; アベマキ(以上ブナ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1835,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Mujiaoshakua,,plana,,,,,チビムジアオシャク,,,,,,"Mujiaoshakua plana (Wileman, 1911)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1836,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Comostola,,subtiliaria,,,,,コヨツメアオシャク,,,,,,"Comostola subtiliaria (Bremer, 1864)",ズミ(バラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,リョウブ(リョウブ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,ヒサカキ(サカキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,タラノキの花穂 (ウコギ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,サンゴジュの花(レンプクソウ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,
moth-1837,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Comostola,,rubripunctata,,,,,アカホシヒメアオシャク,,,,,,"Comostola rubripunctata (Warren, 1909)",オオバイボタ(モクセイ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1838,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Comostola,,pyrrhogona,,,,,アカヘリミズアオシャク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1839,蛾類,,Geometridae,シャクガ科,Geometrinae,アオシャク亜科,,,,,Eucrostes,,disparata,,,,,アカヘリヒメアオシャク,,,,,,"Eucrostes disparata Walker, 1861",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1840,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Dithecodes,,erasa,,,,,シロモンアオヒメシャク,,,,,,"Dithecodes erasa Warren, 1990",サクラ類; ズミ; アズキナシ; ナナカマド(以上バラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1841,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Pylargosceles,,steganioides,,,,,フタナミトビヒメシャク,,,,,,"Pylargosceles steganioides (Butler, 1878)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,広食性,,,,
moth-1842,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Timandra,,recompta,,,,,ベニスジヒメシャク,,,,,,"Timandra recompta (Prout, 1930)",ミゾソバ; イヌタデ; イタドリ; スイバ(以上タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1843,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Timandra,,sakishimensis,,,,,サキシマベニスジヒメシャク,,,,,,"Timandra sakishimensis (Inoue, 1971)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1844,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Timandra,,convectaria,,,,,トガリベニスジヒメシャク,,,,,,"Timandra convectaria Walker, 1861",ホソバノウナギツカミ; ケタデ(以上タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1845,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Timandra,,comptaria,,,,,コベニスジヒメシャク,,,,,,"Timandra comptaria Walker, 1863",ミチヤナギ (ニワヤナギ); イヌタデ; ママコノシリヌグイ; ギシギシ; ミズヒキ(以上タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1846,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Timandra,,apicirosea,,,,,フトベニスジヒメシャク,,,,,,"Timandra apicirosea (Prout, 1935)",ミズヒキ; ミゾソバ; イヌタデ(以上タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1847,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Timandra,,dichela,,,,,ウスベニスジヒメシャク,,,,,,"Timandra dichela (Prout, 1935)",ソバ; スイバ(以上タデ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1848,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Traminda,,aventiaria,,,,,マエアカヒメシャク,,,,,,"Traminda aventiaria (Guenée, 1857)",沖縄島ではソウシジュ（マメ科）,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,国外でもマメ科植物の記録がある,,,,
moth-1849,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Chrysocraspeda,,sanguinea,,,,,モモイロヒメシャク,,,,,,"Chrysocraspeda sanguinea Warren, 1896",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1850,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Chrysocraspeda,,faganaria,,,,,ビンガタヒメシャク,,,,,,"Chrysocraspeda faganaria (Guenée, 1857)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1851,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Cyclophora,,albipunctata,,,,,ヨツメヒメシャク,,,,,,"Cyclophora albipunctata (Hufnagel, 1767)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1852,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Cyclophora,,yanagitai,,,,,ヤナギタマダラヒメシャク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1853,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Organopoda,,carnearia,,,,,シロモンウスチャヒメシャク,,,,,,"Organopoda carnearia (Walker, 1861)",タブノキ(クスノキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1854,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Perixera,,absconditaria,,,,,クロモンウスチャヒメシャク,,,,,,"Perixera absconditaria (Walker, 1863)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1855,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Perixera,,minorata,,,,,コガタウスチャヒメシャク,,,,,,"Perixera minorata (Warren, 1897)",スナヅル(クスノキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1856,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Perixera,,obrinaria,,,,,クロテンウスチャヒメシャク,,,,,,"Perixera obrinaria (Guenée, 1857)",ガジュマル（クワ科）の葉のほか,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,レイシ（ムクロジ科）の果実を食す記録がある,,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2256,蛾類,2256,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Perixera,,illepidaria,,,,,コブウスチャヒメシャク,,,,,,,ガジュマル (クワ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,レイシ (ムクロジ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2257,蛾類,2257,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Perixera,,obliviaria,,,,,オキナワウスチャヒメシャク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1857,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Perixera,,sarawackaria,,,,,マダラウスチャヒメシャク,,,,,,,シバニッケイ (クスノキ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
moth-1858,蛾類,,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Perixera,,niveopuncta,,,,,クスイウスチャヒメシャク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2259,蛾類,2259,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Problepsis,,albidior,,,,,フタツメオオシロヒメシャク,,,,,,,ネズミモチ; オキナワイボタ; ボルネオソケイ (以上モクセイ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2260,蛾類,2260,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Problepsis,,eucircota,,,,,ツシマオオシロヒメシャク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2261+2263,蛾類,2261+2263,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Problepsis,,plagiata,,,,,ウススジオオシロヒメシャク,,,,,,,イボタノキ (モクセイ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2262,蛾類,2262,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Problepsis,,diazoma,,,,,クロスジオオシロヒメシャク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2264,蛾類,2264,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Problepsis,,superans,,,,,ヒトツメオオシロヒメシャク,,,,,,,イボタノキ; アオダモ (以上モクセイ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2258,蛾類,2258,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Somatina,,indicataria,,,,,ウンモンオオシロヒメシャク,,,,,,,スイカズラ; アラゲヒョウタンボク (以上スイカズラ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
catalog-2265,蛾類,2265,Geometridae,シャクガ科,Sterrhinae,ヒメシャク亜科,,,,,Antitrygodes,,divisaria,,,,,ミドリヒメシャク,,,,,,,コンロンカ (アカネ科),,野外（国内）,葉,幼虫,ListMJ_hostplants_master,,,,,,,,,,,,,,,,,,,,,,,,,,ListMJ_hostplants_master.csv,,,,,
