name,family_jp,family_en,source
クズモドキ,マメ科,Fabaceae,ylist
ムラサキチョウマメモドキ,マメ科,Fabaceae,ylist
デイコ,マメ科,Fabaceae,ylist:alias
キンキジュ,マメ科,Fabaceae,ylist
マニラタマリンド,マメ科,Fabaceae,ylist:alias
アカリファ,トウダイグサ科,Euphorbiaceae,ylist
ヘリトリアカリファ，フクリンアカリファ，キフクリンアカリファ,トウダイグサ科,Euphorbiaceae,ylist:alias
セイヨウコバンノキ,コミカンソウ科,Phyllanthaceae,ylist
シマムクロジ，ムニンムクロジ,ムクロジ科,Sapindaceae,ylist:alias
コバンバノキ,アオイ科,Malvaceae,ylist
クラリンドウ,シソ科,Lamiaceae,ylist
ウスイロホナガソウ,クマツヅラ科,Verbenaceae,ylist
ギアナナガボソウ (Hassegawa 2009),クマツヅラ科,Verbenaceae,ylist:alias
ハナチョウジ,オオバコ科,Plantaginaceae,ylist
ムラサキヤハズカズラ,キツネノマゴ科,Acanthaceae,ylist
アレカヤシ,ヤシ科,Arecaceae,ylist
コガネタケヤシ,ヤシ科,Arecaceae,ylist:alias
ブンチク，シノブボウキ (Matsumura 1894),クサスギカズラ科,Asparagaceae,ylist:alias
ササガニユリ,ヒガンバナ科,Amaryllidaceae,ylist
クジャクヤシ,ヤシ科,Arecaceae,ylist
キダチヒメマオ,イラクサ科,Urticaceae,ylist
ズバイモモ,バラ科,Rosaceae,ylist
ツバイモモ,バラ科,Rosaceae,ylist:alias
ネクタリン,バラ科,Rosaceae,ylist:alias
インドワタ，ナンキンワタ,アオイ科,Malvaceae,ylist:alias
スイセイジュ,スイセイジュ科,Tetracentraceae,ylist
ムラサキホウキギク,キク科,Asteraceae,ylist
オソザキホウキギク,キク科,Asteraceae,ylist
ホソバコナギ,ミズアオイ科,Pontederiaceae,ylist
ナンゴクオヘビイチゴ(temp.),バラ科,Rosaceae,ylist
ウラゲバクチノキ,バラ科,Rosaceae,ylist:alias
ヒトリガヤツリ (Kitagawa 1939),カヤツリグサ科,Cyperaceae,ylist:alias
ニイタカマツムシソウ,スイカズラ科,Caprifoliaceae,ylist
ガンドウカズラ,ウリ科,Cucurbitaceae,ylist
テンツキノウリ,ウリ科,Cucurbitaceae,ylist
タイワンノウリ,ウリ科,Cucurbitaceae,ylist
シマカラスウリ,ウリ科,Cucurbitaceae,ylist
コウトウカラスウリ,ウリ科,Cucurbitaceae,ylist:alias
ミツバヒヨドリ，ミツザケヒヨドリ (Hiyama in J. J. B. 29: 180 (1954),キク科,Asteraceae,ylist:alias
sub nom. E. chinense var. simplicifolium f. trisectum Hiyama,キク科,Asteraceae,ylist:alias
nom. nov.),キク科,Asteraceae,ylist:alias
ヨウシュアキノキリンソウ,キク科,Asteraceae,ylist
ホウキハハコグサ,キク科,Asteraceae,ylist
マルバオナモミ,キク科,Asteraceae,ylist
ニイタカカマツカ,バラ科,Rosaceae,ylist
マンシュウズミ，ヒロハオオズミ,バラ科,Rosaceae,ylist:alias
キュウシュウサイコ (Kitagawa 1947)，ツクシサイコ，オオミオシマサイコ，マンシュウミシマサイコ,セリ科,Apiaceae,ylist:alias
モウコモメンヅル,マメ科,Fabaceae,ylist
オキナワバライチゴ,バラ科,Rosaceae,ylist
リュウキュウバライチゴ，リュウキュウヤブイチゴ (Koidzumi 1913),バラ科,Rosaceae,ylist:alias
ヒナノボタン,ノボタン科,Melastomataceae,ylist
ツルハシカンボク,ノボタン科,Melastomataceae,ylist
タカサゴイナモリ,ノボタン科,Melastomataceae,ylist
ミソボシラン,ラン科,Orchidaceae,ylist
ヤエヤマカグマ,コバノイシカグマ科,Dennstaedtiaceae,ylist:alias
オオシマハイネズ,ヒノキ科,Cupressaceae,ylist:alias
タチナンバンアズキ (Nakajima 1972),マメ科,Fabaceae,ylist:alias
ハイシバハギ (Hosokawa 1932),マメ科,Fabaceae,ylist:alias
センナシツルニガクサ,シソ科,Lamiaceae,ylist
クラルオドリコソウ,シソ科,Lamiaceae,ylist
ケウリクサ,アゼナ科,Linderniaceae,ylist
ヤエヤマイワタバコ,イワタバコ科,Gesneriaceae,ylist:alias
ヤマイナモリ,アカネ科,Rubiaceae,ylist
タイワンハシカグサ,アカネ科,Rubiaceae,ylist
トウショウブ,アヤメ科,Iridaceae,ylist
コアオカモジグサ,イネ科,Poaceae,ylist:alias
キヌゲメヒシバ,イネ科,Poaceae,ylist
カワカミモメンヅル,マメ科,Fabaceae,ylist
ヤチエンドウ,マメ科,Fabaceae,ylist:alias
チシマハウチワマメ,マメ科,Fabaceae,ylist
リトウトンボ,ラン科,Orchidaceae,ylist
リトウトンボソウ,ラン科,Orchidaceae,ylist:alias
タイワンコウバシ,クスノキ科,Lauraceae,ylist
キバナツクバネウツギ,スイカズラ科,Caprifoliaceae,ylist:alias
ノハラフタツブコムギ,イネ科,Poaceae,ylist
ルリブクロ,イワタバコ科,Gesneriaceae,ylist
シマオニク,ハマウツボ科,Orobanchaceae,ylist
ヒマラヤオニク,ハマウツボ科,Orobanchaceae,ylist:alias
ホソミノオランダガラシ,アブラナ科,Brassicaceae (Cruciferae),ylist:alias
アオイヌガラシ,アブラナ科,Brassicaceae (Cruciferae),ylist
タイワンイチイ,イチイ科,Taxaceae,ylist
ニイタカトドマツ,マツ科,Pinaceae,ylist
ニイタカトウヒ,マツ科,Pinaceae,ylist
ヒマラヤハリモミ,マツ科,Pinaceae,ylist
ヒマラヤマツ,マツ科,Pinaceae,ylist
ナガバマツ,マツ科,Pinaceae,ylist:alias
タイワントガサワラ,マツ科,Pinaceae,ylist
シマトガサワラ,マツ科,Pinaceae,ylist:alias
ホナガホツツジ (Nakai 1930),ツツジ科,Ericaceae,ylist:alias
エンピツビャクシン,ヒノキ科,Cupressaceae,ylist
エンピツノキ,ヒノキ科,Cupressaceae,ylist:alias
タイワンビャクシン,ヒノキ科,Cupressaceae,ylist
シマビャクシン,ヒノキ科,Cupressaceae,ylist:alias
ハマネズ,ヒノキ科,Cupressaceae,ylist:alias
ニイタカビャクシン,ヒノキ科,Cupressaceae,ylist
ビャクシン，イブキビャクシン,ヒノキ科,Cupressaceae,ylist:alias
シンパク,ヒノキ科,Cupressaceae,ylist:alias
ウスイロカワラマツバ,アカネ科,Rubiaceae,ylist:alias
シナノショウキラン,ラン科,Orchidaceae,ylist
シコクキンポウゲ,キンポウゲ科,Ranunculaceae,ylist
コキンポウゲ,キンポウゲ科,Ranunculaceae,ylist:alias
エゾブキ,キク科,Asteraceae,ylist:alias
ニンドウバノヤドリギ,オオバヤドリギ科,Loranthaceae,ylist
シマテイカカズラ,キョウチクトウ科,Apocynaceae,ylist
セイロンハコベ,セイロンハコベ科,Hydroleaceae,ylist
シロバナシマルリソウ,ムラサキ科,Boraginaceae,ylist
タイワンウメモドキ,モチノキ科,Aquifoliaceae,ylist
ヒメズイナ,ズイナ科,Iteaceae,ylist
アリサンズイナ,ズイナ科,Iteaceae,ylist:alias
ケコンロンカ,アカネ科,Rubiaceae,ylist
シロバナコンロンカ,アカネ科,Rubiaceae,ylist:alias
ケナシオヤコゴケ,オヤコゴケ科,Schistochilaceae,ylist
コケモモイタビ,クワ科,Moraceae,ylist
テリハイヌビワ,クワ科,Moraceae,ylist:alias
シマコゴメウツギ,バラ科,Rosaceae,ylist
ウシコロシ，ケナシウシコロシ,バラ科,Rosaceae,ylist:alias
ケスモモ,バラ科,Rosaceae,ylist
アメリカスモモ,バラ科,Rosaceae,ylist
キクザキオクチョウジザクラ,バラ科,Rosaceae,ylist
ヒナギクザクラ,バラ科,Rosaceae,ylist:alias
ヒナギクザクラ (Kawasaki 1960),バラ科,Rosaceae,ylist:alias
アメダマザクラ,バラ科,Rosaceae,ylist
カスミサクラ,バラ科,Rosaceae,ylist:alias
マツマエベニソメイ,バラ科,Rosaceae,ylist
ベニソメイ,バラ科,Rosaceae,ylist:alias
コバザクラ,バラ科,Rosaceae,ylist
コハザクラ，フユザクラ,バラ科,Rosaceae,ylist:alias
モリオカシダレ,バラ科,Rosaceae,ylist
オニクロイチゴ,バラ科,Rosaceae,ylist
オオナワシロイチゴ,バラ科,Rosaceae,ylist
ヤツデキイチゴ,バラ科,Rosaceae,ylist
ヤツデイチゴ (Shima 1950),バラ科,Rosaceae,ylist:alias
ヤエザキカジイチゴ,バラ科,Rosaceae,ylist
キミノナワシロイチゴ,バラ科,Rosaceae,ylist
タンヨウナワシロイチゴ,バラ科,Rosaceae,ylist
イシカリキイチゴ,バラ科,Rosaceae,ylist
トヨラクサイチゴ,バラ科,Rosaceae,ylist
オニクサイチゴ,バラ科,Rosaceae,ylist:alias
ミシマノイバラ,バラ科,Rosaceae,ylist
テリハノハマナシ,バラ科,Rosaceae,ylist
ミヤコテリハノイバラ,バラ科,Rosaceae,ylist
ヤブテリハノイバラ,バラ科,Rosaceae,ylist
コバノテリハイバラ， ヒメテリハイバラ,バラ科,Rosaceae,ylist:alias
ヤブノイバラ,バラ科,Rosaceae,ylist
ドウリョウイバラ,バラ科,Rosaceae,ylist
ナガボノアカワレモコウ,バラ科,Rosaceae,ylist:alias
ケトウウチソウ,バラ科,Rosaceae,ylist
ダイセツトウウチソウ,バラ科,Rosaceae,ylist:alias
シロミノベスカイチゴ,バラ科,Rosaceae,ylist
ヤエキジムシロ,バラ科,Rosaceae,ylist
ヤエミヤマキジムシロ,バラ科,Rosaceae,ylist:alias
キンロバイ,バラ科,Rosaceae,ylist
ヒメモダマ,マメ科,Fabaceae,ylist
コウシュンモダマ,マメ科,Fabaceae,ylist:alias
ツルナシノエンドウ,マメ科,Fabaceae,ylist:alias
フジガエソウ,マメ科,Fabaceae,ylist
アメリカサンカヨウ,メギ科,Berberidaceae,ylist
クロヨナ,マメ科,Fabaceae,ylist
コゴメハギ,マメ科,Fabaceae,ylist:alias
ミヤコグサ,マメ科,Fabaceae,ylist
エボシグサ,マメ科,Fabaceae,ylist:alias
ヒメニシキハギ,マメ科,Fabaceae,ylist
ユキハギ,マメ科,Fabaceae,ylist
ホンエノキマメ,マメ科,Fabaceae,ylist
コバノツルアズキ,マメ科,Fabaceae,ylist:alias
ホソバノチシマフウロ,フウロソウ科,Geraniaceae,ylist
コロラドトウヒ,マツ科,Pinaceae,ylist
プンゲンストウヒ，アメリカハリモミ,マツ科,Pinaceae,ylist:alias
ギンヨウコロラドトウヒ,マツ科,Pinaceae,ylist
マキバヌマハコベ,ヌマハコベ科,Montiaceae,ylist
ヒメタガラシ,キンポウゲ科,Ranunculaceae,ylist
モミジキンバイ,バラ科,Rosaceae,ylist
ツルヘビイチゴ，ハイオオヘビイチゴ (Takita 2001),バラ科,Rosaceae,ylist:alias
ホソバヤナギハナシノブ,ハナシノブ科,Polemoniaceae,ylist
ホソバコルロミア (Takita 2001),ハナシノブ科,Polemoniaceae,ylist:alias
ヒナミクリ,ミクリ科,Sparganiaceae,ylist
クシロヤガミスゲ,カヤツリグサ科,Cyperaceae,ylist
カタガワヤガミスゲ,カヤツリグサ科,Cyperaceae,ylist
オオフガクスズムシ,ラン科,Orchidaceae,ylist
エゾノクモキリソウ,ラン科,Orchidaceae,ylist:alias
ヤハズナズナ,アブラナ科,Brassicaceae (Cruciferae),ylist
ウスユキナズナ (Igarashi 2001),アブラナ科,Brassicaceae (Cruciferae),ylist:alias
ヒナムラサキ,ムラサキ科,Boraginaceae,ylist
セイタカミゾホオズキ,ハエドクソウ科,Phrymaceae,ylist
アンキーフラワー,ハエドクソウ科,Phrymaceae,ylist:alias
ピレネーフウロ,フウロソウ科,Geraniaceae,ylist
イヌニンジン,セリ科,Apiaceae,ylist
ムラサキモウズイカ,ゴマノハグサ科,Scrophulariaceae,ylist
ムスカリ,クサスギカズラ科,Asparagaceae,ylist
ホソバカナワラビ,オシダ科,Dryopteridaceae,ylist
オコゼシダ,オシダ科,Dryopteridaceae,ylist:alias
オオミチヤナギ，オオニワヤナギ,タデ科,Polygonaceae,ylist:alias
ホソバサンキライ,サルトリイバラ科,Smilacaceae,ylist
ハマユウ，オオハマオモト,ヒガンバナ科,Amaryllidaceae,ylist:alias
ホソバキヌヤナギ，ホソバコウリュウ,ヤナギ科,Salicaceae,ylist:alias
コウアンヒメオノオレ,カバノキ科,Betulaceae,ylist
アマグリ,ブナ科,Fagaceae,ylist:alias
ヒロハイトナデシコ,ナデシコ科,Caryophyllaceae,ylist
コクワ,マタタビ科,Actinidiaceae,ylist
コクワヅル,マタタビ科,Actinidiaceae,ylist:alias
ホソバトモエソウ，連翅,オトギリソウ科,Hypericaceae,ylist:alias
黄海棠，オオトモエソウ，コウライトモエソウ，ヒメトモエソウ,オトギリソウ科,Hypericaceae,ylist:alias
センカクキヌラン (Hatusima & Amano 1959),ラン科,Orchidaceae,ylist:alias
アマノラン,ラン科,Orchidaceae,ylist:alias
アノマラン,ラン科,Orchidaceae,ylist:alias
ヒメハミズ,イラクサ科,Urticaceae,ylist:alias
ムレイセンキュウ,セリ科,Apiaceae,ylist
センダイカンゾウ (Ohwi 1949),ワスレグサ科,Asphodelaceae,ylist:alias
セイヨウハチジョウナ,キク科,Asteraceae,ylist
リュウキュウヤガラ (Nemoto 1936),ラン科,Orchidaceae,ylist:alias
エダウチイモネヤガラ,ラン科,Orchidaceae,ylist:alias
クロバナニュウメンラン,ラン科,Orchidaceae,ylist:alias
オオシュスラン,ラン科,Orchidaceae,ylist:alias
クサルリソウ (Tuyama 1970)， シロタエルリソウ (Tuyama 1940),ムラサキ科,Boraginaceae,ylist:alias
コゴメスナビキソウ,ムラサキ科,Boraginaceae,ylist
キダチスナビキ,ムラサキ科,Boraginaceae,ylist
ルリホオズキ,ムラサキ科,Boraginaceae,ylist
ウライモチノキ,モチノキ科,Aquifoliaceae,ylist:alias
アメリカノリノキ,アジサイ科,Hydrangeaceae,ylist
カシワバアジサイ,アジサイ科,Hydrangeaceae,ylist
コウライカノコ,バラ科,Rosaceae,ylist:alias
シロバナエゾノシモツケソウ,バラ科,Rosaceae,ylist
シロバナコウライカノコ,バラ科,Rosaceae,ylist:alias
アイノコボケ,バラ科,Rosaceae,ylist
シロバナツリガネニンジン,キキョウ科,Campanulaceae,ylist
シロバナリュウキュウシャジン,キキョウ科,Campanulaceae,ylist
フイリリュウキュウチク,イネ科,Poaceae,ylist
キバナノセッコク,ラン科,Orchidaceae,ylist
キバナノセキコク，キバナセッコク,ラン科,Orchidaceae,ylist:alias
アリサンオサラン,ラン科,Orchidaceae,ylist:alias
マツダオサラン,ラン科,Orchidaceae,ylist:alias
ツルウリクサ,アゼナ科,Linderniaceae,ylist
コツルウリクサ,アゼナ科,Linderniaceae,ylist:alias
タカサゴムラサキアカザ,ヒユ科,Amaranthaceae,ylist
シロバナイソフサギ,ヒユ科,Amaranthaceae,ylist
マルバムッチャガラ,モチノキ科,Aquifoliaceae,ylist:alias
ホソバノハナイカダ,ハナイカダ科,Helwingiaceae,ylist
ウスベニニリンソウ,キンポウゲ科,Ranunculaceae,ylist
トゲナシアダン,タコノキ科,Pandanaceae,ylist
クニガミシュスラン,ラン科,Orchidaceae,ylist:alias
シロバナクニガミシュスラン,ラン科,Orchidaceae,ylist:alias
ベニバナミネズオウ,ツツジ科,Ericaceae,ylist
カサバルピナス，ケノボリフジ,マメ科,Fabaceae,ylist:alias
クラナリイヌワラビ,メシダ科,Athyriaceae,ylist
ミドリオオカラクサイヌワラビ,メシダ科,Athyriaceae,ylist
アカウキクサ,サンショウモ科,Salviniaceae,ylist
ナガエサカキ,モッコク科,Ternstroemiaceae,ylist
ウラゲサカキ,モッコク科,Ternstroemiaceae,ylist:alias
タイワンアワモリ,ユキノシタ科,Saxifragaceae,ylist
シマアワモリ,ユキノシタ科,Saxifragaceae,ylist:alias
タイワンカニクサ,カニクサ科,Lygodiaceae,ylist:alias
シャムオニホラゴケ,コケシノブ科,Hymenophyllaceae,ylist:alias
ツルシダ,ツルシダ科,Oleandraceae,ylist
ウォレミマツ,ナンヨウスギ科,Araucariaceae,ylist
クマモトヤブソテツ,オシダ科,Dryopteridaceae,ylist
ナガバヤブソテツモドキ,オシダ科,Dryopteridaceae,ylist:alias
テリハヤブソテツ,オシダ科,Dryopteridaceae,ylist
コヒロハホソバシケシダ,メシダ科,Athyriaceae,ylist
ユチャ,ツバキ科,Theaceae,ylist
アブラツバキ，アブラチャ,ツバキ科,Theaceae,ylist:alias
アイノコノウゼンカズラ,ノウゼンカズラ科,Bignoniaceae,ylist
コヒロハタマシケシダ,メシダ科,Athyriaceae,ylist
ムクゲナチシケシダ,メシダ科,Athyriaceae,ylist
ムクゲフモトシケシダ,メシダ科,Athyriaceae,ylist
ナチフモトシケシダ,メシダ科,Athyriaceae,ylist
ヤマガタミヤマシケシダ,メシダ科,Athyriaceae,ylist
ツクシワラビ,メシダ科,Athyriaceae,ylist
キレバノコギリシダ,メシダ科,Athyriaceae,ylist:alias
シロバナエニシダ,マメ科,Fabaceae,ylist
ヒメエニシダ,マメ科,Fabaceae,ylist
アメリカリョウブ,リョウブ科,Clethraceae,ylist
イチゴノキ,ツツジ科,Ericaceae,ylist
ブルーハイビスカス,アオイ科,Malvaceae,ylist
ヨーロッパハンノキ,カバノキ科,Betulaceae,ylist
オウシュウクロハンノキ (Murai 1964)，セイヨウヤマハンノキ (Uehara 1959),カバノキ科,Betulaceae,ylist:alias
タイワントウカエデ,ムクロジ科,Sapindaceae,ylist
ミサヤマカエデ,ムクロジ科,Sapindaceae,ylist:alias
アカハダメグスリノキ,ムクロジ科,Sapindaceae,ylist
ハマガヤ,イネ科,Poaceae,ylist
タカオバレンガヤ,イネ科,Poaceae,ylist:alias
ミツバガヤ,イネ科,Poaceae,ylist:alias
タイワンマメヅタ,ウラボシ科,Polypodiaceae,ylist:alias
カノコゴヨウツツジ,ツツジ科,Ericaceae,ylist
ヒュウガオオクジャク,オシダ科,Dryopteridaceae,ylist
エビノオオクジャク,オシダ科,Dryopteridaceae,ylist
ワカナオオクジャク,オシダ科,Dryopteridaceae,ylist
クマツクシイワヘゴ,オシダ科,Dryopteridaceae,ylist
サガワワラビ,オシダ科,Dryopteridaceae,ylist
トウノイモ,サトイモ科,Araceae,ylist
コササガヤ,イネ科,Poaceae,ylist
ヒロハヒメチゴザサ,イネ科,Poaceae,ylist
シマススキ,イネ科,Poaceae,ylist
タイワンサイカチ,マメ科,Fabaceae,ylist
シマサイカチ,マメ科,Fabaceae,ylist:alias
モモイロタテヤマギク,キク科,Asteraceae,ylist
ムラサキギンバイソウ,アジサイ科,Hydrangeaceae,ylist
ヤエチングルマ,バラ科,Rosaceae,ylist
ウラゲキヌガサソウ,シュロソウ科,Melanthiaceae,ylist
テンググンバイ (Miyabe & Tatewaki 1936),アブラナ科,Brassicaceae (Cruciferae),ylist:alias
フギレエゾフウロ,フウロソウ科,Geraniaceae,ylist:alias
ホソバシュロソウ,シュロソウ科,Melanthiaceae,ylist
フタエアケビ,アケビ科,Lardizabalaceae,ylist
ケエゾノシモツケソウ,バラ科,Rosaceae,ylist:alias
ウスバサンキライ,サルトリイバラ科,Smilacaceae,ylist:alias
オゼキンポウゲ,キンポウゲ科,Ranunculaceae,ylist
アラゲイヌゴマ (Kitagawa 1967),シソ科,Lamiaceae,ylist:alias
メヤマムグラ,アカネ科,Rubiaceae,ylist
ホソバノクルマムグラ,アカネ科,Rubiaceae,ylist
リュウノウイワインチイン,キク科,Asteraceae,ylist
ハナイソギク,キク科,Asteraceae,ylist
サトイソギク，シモカツギ，ウゴシオギク,キク科,Asteraceae,ylist:alias
サトイソギク,キク科,Asteraceae,ylist:alias
キタツルボ,クサスギカズラ科,Asparagaceae,ylist:alias
ミドリオタフクギボウシ,クサスギカズラ科,Asparagaceae,ylist
ケイリンギボウシ,クサスギカズラ科,Asparagaceae,ylist
シロバナケイリンギボウシ,クサスギカズラ科,Asparagaceae,ylist
ヒダカレイジンソウ,キンポウゲ科,Ranunculaceae,ylist
タイセツレイジンソウ，エゾレイジンソウ (Miyabe 1935),キンポウゲ科,Ranunculaceae,ylist:alias
ヤクシマヒカゲツツジ,ツツジ科,Ericaceae,ylist:alias
ニセツクシノキシノブ,ウラボシ科,Polypodiaceae,ylist
シオカゼオトギリ,オトギリソウ科,Hypericaceae,ylist
フクシマナライシダ,オシダ科,Dryopteridaceae,ylist
ムロヤカグマ,コバノイシカグマ科,Dennstaedtiaceae,ylist
アイイシカグマ,コバノイシカグマ科,Dennstaedtiaceae,ylist
ガッサントリカブト,キンポウゲ科,Ranunculaceae,ylist
ビッチュウヒカゲスゲ,カヤツリグサ科,Cyperaceae,ylist
ヒロハヒカゲスゲ,カヤツリグサ科,Cyperaceae,ylist:alias
カラメドハギ,マメ科,Fabaceae,ylist
チュウカメドハギ (Hatusima 2004),マメ科,Fabaceae,ylist:alias
ハナヌスビトハギ,マメ科,Fabaceae,ylist
サツママアザミ,キク科,Asteraceae,ylist
ハンヤエウサギギク,キク科,Asteraceae,ylist
ケワレモコウ (Kitagawa 1939),バラ科,Rosaceae,ylist:alias
ウスイロワレモコウ，ウスジロワレモコウ,バラ科,Rosaceae,ylist:alias
ホソバハマアカザ,ヒユ科,Amaranthaceae,ylist
ホソバノハマアカザ,ヒユ科,Amaranthaceae,ylist:alias
ヘラバモヨウビユ,ヒユ科,Amaranthaceae,ylist:alias
メギヤナギ,ヤナギ科,Salicaceae,ylist
ナガバメギヤナギ,ヤナギ科,Salicaceae,ylist:alias
ホソバヌマヤナギ,ヤナギ科,Salicaceae,ylist
ドアイヤナギ,ヤナギ科,Salicaceae,ylist
シレトコイノデ,オシダ科,Dryopteridaceae,ylist
アイノコカラクサイノデ,オシダ科,Dryopteridaceae,ylist
コダカラベンケイ,ベンケイソウ科,Crassulaceae,ylist
マンシュウミズハコベ,オオバコ科,Plantaginaceae,ylist
シマヒメツゲ (Nakai 1922),ツゲ科,Buxaceae,ylist:alias
タイワンツタウルシ,ウルシ科,Anacardiaceae,ylist
キンセンセキ,ムクロジ科,Sapindaceae,ylist
ウスバクマヤナギ,クロウメモドキ科,Rhamnaceae,ylist:alias
セイヨウイラクサ,イラクサ科,Urticaceae,ylist
オトメサナエタデ,タデ科,Polygonaceae,ylist
アメリカサナエタデ,タデ科,Polygonaceae,ylist:alias
カッコウセンノウ,ナデシコ科,Caryophyllaceae,ylist
ツキミマンテマ,ナデシコ科,Caryophyllaceae,ylist
ノミノコブスマ,ナデシコ科,Caryophyllaceae,ylist
セイヨウキンポウゲ,キンポウゲ科,Ranunculaceae,ylist:alias
アフリカフウチョウソウ,フウチョウソウ科,Cleomaceae,ylist
コバナフウチョウソウ,フウチョウソウ科,Cleomaceae,ylist:alias
ハリゲナタネ,アブラナ科,Brassicaceae (Cruciferae),ylist
ヤナギバレンリソウ,マメ科,Fabaceae,ylist
ワタリミヤコグサ,マメ科,Fabaceae,ylist
タルウマゴヤシ,マメ科,Fabaceae,ylist
ヒメアミガサソウ,トウダイグサ科,Euphorbiaceae,ylist
ナガエマツヨイグサ,アカバナ科,Onagraceae,ylist:alias
ブラジルチドメグサ,ウコギ科,Araliaceae,ylist
アマゾンチドメグサ,ウコギ科,Araliaceae,ylist
ツメクサダオシ,ヒルガオ科,Convolvulaceae,ylist
セイタカハッカ,シソ科,Lamiaceae,ylist
トールミント,シソ科,Lamiaceae,ylist:alias
オオブドウホオズキ,ナス科,Solanaceae,ylist
ヒメタマサンゴ,ナス科,Solanaceae,ylist
ヒサウチソウ,ハマウツボ科,Orobanchaceae,ylist
シロバナモウズイカ,ゴマノハグサ科,Scrophulariaceae,ylist
エサシソウ,ゴマノハグサ科,Scrophulariaceae,ylist:alias
ハナツルボラン,ワスレグサ科,Asphodelaceae,ylist
アレチヒナユリ,ワスレグサ科,Asphodelaceae,ylist:alias
イトウシノケグサ,イネ科,Poaceae,ylist
アリゾナウシノケグサ,イネ科,Poaceae,ylist
タマオオスズメノカタビラ,イネ科,Poaceae,ylist
ウォーターベントグラス,イネ科,Poaceae,ylist
マドリードチャヒキ,イネ科,Poaceae,ylist
オオムギクサ,イネ科,Poaceae,ylist
スナジカゼクサ,イネ科,Poaceae,ylist
ヒゲクリノイガ,イネ科,Poaceae,ylist
コウベクリノイガ,イネ科,Poaceae,ylist
ワタゲキビ (Tawada ex Ikehara 1979),イネ科,Poaceae,ylist:alias
タマノヤガミスゲ,カヤツリグサ科,Cyperaceae,ylist
ヒメヤガミスゲ,カヤツリグサ科,Cyperaceae,ylist
オオアメリカミコシガヤ,カヤツリグサ科,Cyperaceae,ylist
エノコロスゲ,カヤツリグサ科,Cyperaceae,ylist
サヤシロスゲ,カヤツリグサ科,Cyperaceae,ylist
セイタカカワズスゲ,カヤツリグサ科,Cyperaceae,ylist
クロヤガミスゲ,カヤツリグサ科,Cyperaceae,ylist
ネブラスカスゲ,カヤツリグサ科,Cyperaceae,ylist
マキバクロカワズスゲ,カヤツリグサ科,Cyperaceae,ylist
ヒメビロードスゲ,カヤツリグサ科,Cyperaceae,ylist
アメリカヤガミスゲ,カヤツリグサ科,Cyperaceae,ylist
セイタカハマスゲ,カヤツリグサ科,Cyperaceae,ylist
エンゲルマンハリイ,カヤツリグサ科,Cyperaceae,ylist
シバヤマハリイ,カヤツリグサ科,Cyperaceae,ylist
ニイタカハリイ,カヤツリグサ科,Cyperaceae,ylist
ケキクザキイチリンソウ,キンポウゲ科,Ranunculaceae,ylist:alias
オオツノゴマ,ツノゴマ科,Martyniaceae,ylist:alias
ホップ，セイヨウカラハナソウ,アサ科,Cannabaceae,ylist:alias
ナガバイソツツジ,ツツジ科,Ericaceae,ylist
コバノイソツツジ,ツツジ科,Ericaceae,ylist:alias
エゾカクミノスノキ,ツツジ科,Ericaceae,ylist:alias
チョウセンハガクレツリフネ,ツリフネソウ科,Balsaminaceae,ylist
シロバナトキワハゼ,サギゴケ科,Mazaceae,ylist
マルバハンノキ，ケヤマハンノキ,カバノキ科,Betulaceae,ylist:alias
シロバナムシトリスミレ,タヌキモ科,Lentibulariaceae,ylist
シロバナコウシンソウ,タヌキモ科,Lentibulariaceae,ylist
シロバナヒメミミカキグサ,タヌキモ科,Lentibulariaceae,ylist
マルバチサ,キク科,Asteraceae,ylist:alias
イリオモテユズリハ,ユズリハ科,Daphniphyllaceae,ylist:alias
ケヌカキビ,イネ科,Poaceae,ylist
トウクラマゴケ,イワヒバ科,Selaginellaceae,ylist
ミタニクラマゴケ,イワヒバ科,Selaginellaceae,ylist:alias
ウチワホラシノブ,ホングウシダ科,Lindsaeaceae,ylist
コカゲトンボ,ラン科,Orchidaceae,ylist
ニオイラン,ラン科,Orchidaceae,ylist
オオバカヤラン,ラン科,Orchidaceae,ylist:alias
セイタカチチコグサ，シロバナハハコグサ (Hayata 1903),キク科,Asteraceae,ylist:alias
アカミノイヌホオズキ,ナス科,Solanaceae,ylist
テリハナガハシスミレ,スミレ科,Violaceae,ylist
キンボウスミレ,スミレ科,Violaceae,ylist
ジャクチスミレ,スミレ科,Violaceae,ylist
シロバナヒナスミレ,スミレ科,Violaceae,ylist
シナノスミレ,スミレ科,Violaceae,ylist
ハリマスミレ,スミレ科,Violaceae,ylist
ナギソスミレ,スミレ科,Violaceae,ylist
ヤシュウスミレ,スミレ科,Violaceae,ylist
カクマスミレ,スミレ科,Violaceae,ylist
キタザワスミレ,スミレ科,Violaceae,ylist
フギレアカネスミレ,スミレ科,Violaceae,ylist
スワキクバスミレ,スミレ科,Violaceae,ylist
キクバヒナスミレ,スミレ科,Violaceae,ylist
ワカミヤスミレ,スミレ科,Violaceae,ylist
ミチノククワガタ,オオバコ科,Plantaginaceae,ylist
ナガミクロウスゴ,ツツジ科,Ericaceae,ylist:alias
クミンホラゴケ,コケシノブ科,Hymenophyllaceae,ylist
ホソバホラゴケ,コケシノブ科,Hymenophyllaceae,ylist:alias
