insect_id,family,family_jp,subfamily,subfamily_jp,tribe,tribe_jp,genus,subgenus,species,subspecies,author,year,japanese_name,old_japanese_name,alternative_name,other_names,scientific_name,synonyms,changes_since_standard,notes
species-1150,Autostichidae,ミツボシキバガ科,,,,,Autosticha,,imitativa,,Ueda,1997,ヒロバミツボシキバガ,,,,"Autosticha imitativa Ueda, 1997",,,
species-1151,Autostichidae,ミツボシキバガ科,,,,,Autosticha,,modicella,,(Christoph),1882,ミツボシキバガ,,,,"Autosticha modicella (Christoph, 1882)",,,
species-1152,Autostichidae,ミツボシキバガ科,,,,,Autosticha,,kyotensis,,(Matsumura),1931,ヒマラヤスギミツボシキバガ,,ヒマラヤスギキバガ,,"Autosticha kyotensis (Matsumura, 1931)",,,
species-1153,Autostichidae,ミツボシキバガ科,,,,,Autosticha,,truncicola,,Ueda,1997,エンジュミツボシキバガ,,,,"Autosticha truncicola Ueda, 1997",,,
species-1154,Autostichidae,ミツボシキバガ科,,,,,Semnolocha,,pachysticta,,(Meyrick),1936,クロボシミツボシキバガ,,クロボシキバガ,,"Semnolocha pachysticta (Meyrick, 1936)",,,
species-1155,Autostichidae,ミツボシキバガ科,,,,,Apethistis,,"sp. of Ueda, 2013",,,,キイロミツボシキバガ,,,,"Apethistis sp. of Ueda, 2013",,,
species-1156,Autostichidae,ミツボシキバガ科,,,,,Apethistis,,"sp. of Nishikai, 2017",,,,ミヤマエミツボシキバガ,,,,"Apethistis sp. of Nishikai, 2017",,未同定種の追加,
species-1157,Peleopodidae,エグリキバガ科,,,,,Acria,,emarginella,,(Donovan),1806,オオエグリキバガ,,オオエグリヒラタマルハキバガ,,"Acria emarginella (Donovan, 1806)",,,
species-1158,Peleopodidae,エグリキバガ科,,,,,Acria,,ceramitis,,Meyrick,1908,ネズミエグリキバガ,,ネズミエグリヒラタマルハキバガ,,"Acria ceramitis Meyrick, 1908",,,
species-1159,Cosmopterigidae,カザリバガ科,Antequerinae,マイコモドキ亜科,,,Pancalia,,hexachrysa,,(Meyrick),1935,ベニモンマイコモドキ,,,,"Pancalia hexachrysa (Meyrick, 1935)",,,
species-1160,Cosmopterigidae,カザリバガ科,Antequerinae,マイコモドキ亜科,,,Pancalia,,isshikii,,Matsumura,1931,ギンモンマイコモドキ,,,,"Pancalia isshikii Matsumura, 1931",,,
species-1161,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Syntomaula,,simulatella,,(Walker),1864,オオクロボシトガリホソガ,,,,"Syntomaula simulatella (Walker, 1864)",,,
species-1162,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Syntomaula,,cana,,Moriuti,1977,ヒメクロボシトガリホソガ,,,,"Syntomaula cana Moriuti, 1977",,,
species-1163,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Limnaecia,,phragmitella,,Stainton,1851,ガマトガリホソガ,,,,"Limnaecia phragmitella Stainton, 1851",,,
species-1164,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Labdia,,semicoccinea,,(Stainton),1859,ベニモントガリホソガ,,,,"Labdia semicoccinea (Stainton, 1859)",,,
species-1165,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Labdia,,citracma,,(Meyrick),1915,ツマキトガリホソガ,,,,"Labdia citracma (Meyrick, 1915)",,,
species-1166,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Labdia,,bicolorella,,(Snellen),1901,オオツマキトガリホソガ,,,,"Labdia bicolorella (Snellen, 1901)",,,
species-1167,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Labdia,,issikii,,Kuroko,1982,セジロトガリホソガ,,,,"Labdia issikii Kuroko, 1982",,,
species-1168,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Labdia,,niphosticta,,(Meyrick),1936,ギンスジトガリホソガ,,,,"Labdia niphosticta (Meyrick, 1936)",,,
species-1169,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Labdia,,antennella,,Sinev & Park,1994,コブヒゲトガリホソガ,,フサヒゲトガリホソガ,,"Labdia antennella Sinev & Park, 1994",,,
species-1170,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Ressia,,quercidentella,,Sinev,1998,クロギンスジトガリホソガ,,,,"Ressia quercidentella Sinev, 1998",,,
species-1171,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Ashibusa,,jezoensis,,Matsumura,1931,アシブサトガリホソガ,,,,"Ashibusa jezoensis Matsumura, 1931",,,
species-1172,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Pyroderces,,sarcogypsa,,(Meyrick),1932,タテスジトガリホソガ,,,,"Pyroderces sarcogypsa (Meyrick, 1932)",,,
species-1173,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Pyroderces,,bifurcata,,Zhang & Li,2009,ヨシタテスジトガリホソガ,,,,"Pyroderces bifurcata Zhang & Li, 2009",,新記録・再分類等,
species-1174,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Anatrachyntis,,japonica,,Kuroko,1982,マダラトガリホソガ,,,,"Anatrachyntis japonica Kuroko, 1982",,,
species-1175,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Anatrachyntis,,rileyi,,(Walsingham),1882,トウモロコシトガリホソガ,,,,"Anatrachyntis rileyi (Walsingham, 1882)",,,
species-1176,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Anatrachyntis,,incertulella,,(Walker),1864,タコノキマダラトガリホソガ,,,,"Anatrachyntis incertulella (Walker, 1864)",,,
species-1177,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Trissodoris,,honorariella,,(Walsingham),1907,タコノキトガリホソガ,,,,"Trissodoris honorariella (Walsingham, 1907)",,,
species-1178,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,iridimaculata,,Kuroko,2015,ニジモンカザリバ,,クロカザリバ,,"Cosmopterix iridimaculata Kuroko, 2015",,学名決定,
species-1179,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,zieglerella,,(Hübner),[1810],カラムシカザリバ,,,,"Cosmopterix zieglerella (Hübner, [1810])",,,
species-1180,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,schmidiella,,Frey,1856,マメカザリバ,,,,"Cosmopterix schmidiella Frey, 1856",,,
species-1181,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,desmodiella,,Kuroko,2015,ヌスビトハギカザリバ,,,,"Cosmopterix desmodiella Kuroko, 2015",,新記録・再分類等,
species-1182,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,dumasiae,,Kuroko,2015,ノササゲカザリバ,,,,"Cosmopterix dumasiae Kuroko, 2015",,新記録・再分類等,
species-1183,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,oshimana,,Kuroko,2015,オオシマカザリバ,,,,"Cosmopterix oshimana Kuroko, 2015",,新記録・再分類等,
species-1184,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,splendens,,Sinev,1985,ウツギカザリバモドキ,,,,"Cosmopterix splendens Sinev, 1985",,,
species-1185,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,phyladelphella,,Sinev,1985,ウツギカザリバ,,,,"Cosmopterix phyladelphella Sinev, 1985",,,
species-1186,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,argentitegulella,,Sinev,1985,シラホネカザリバ,,,,"Cosmopterix argentitegulella Sinev, 1985",,,
species-1187,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,ermolaevi,,Sinev,1985,マツモトカザリバ,,,,"Cosmopterix ermolaevi Sinev, 1985",,新記録・再分類等,
species-1188,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,moslae,,Kuroko,2015,ヒメジソカザリバ,,,,"Cosmopterix moslae Kuroko, 2015",,新記録・再分類等,
species-1189,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,plectranthella,,Kuroko,2015,アキチョウジカザリバ,,,,"Cosmopterix plectranthella Kuroko, 2015",,新記録・再分類等,
species-1190,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,glechomae,,Kuroko,2015,カキドウシカザリバ,,,,"Cosmopterix glechomae Kuroko, 2015",,新記録・再分類等,
species-1191,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,orichalcea,,Stainton,1861,ドルリーカザリバ,,,,"Cosmopterix orichalcea Stainton, 1861",,,
species-1192,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,flavidella,,Kuroko,2011,ウスキモンカザリバ,,ウスキカザリバ,,"Cosmopterix flavidella Kuroko, 2011",,名前変更,
species-1193,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,laetificoides,,Sinev,1993,オオウスオビカザリバ,,,,"Cosmopterix laetificoides Sinev, 1993",,,
species-1194,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,gracilis,,Sinev,1985,トダシバカザリバ,,,,"Cosmopterix gracilis Sinev, 1985",,,
species-1195,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,dulcivora,,Meyrick,1919,ススキキオビカザリバ,,,,"Cosmopterix dulcivora Meyrick, 1919",,,
species-1196,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,lienigiella,,Lienig & Zeller,1846,ヨシウスオビカザリバ,,,,"Cosmopterix lienigiella Lienig & Zeller, 1846",,,
species-1197,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,scribaiella,,Zeller,1850,ヨシカザリバ,,,,"Cosmopterix scribaiella Zeller, 1850",,,
species-1198,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,tateshinensis,,Kuroko,2015,タテシナカザリバ,,,,"Cosmopterix tateshinensis Kuroko, 2015",,新記録・再分類等,
species-1199,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,setariella,,Sinev,1985,ヒメカザリバ,,,,"Cosmopterix setariella Sinev, 1985",,,
species-1200,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,azusensis,,Kuroko,2015,アズサカザリバ,,,,"Cosmopterix azusensis Kuroko, 2015",,新記録・再分類等,
species-1201,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,femilnella,,Sinev,1988,メヒシバカザリバ,,,,"Cosmopterix femilnella Sinev, 1988",,新記録・再分類等,
species-1202,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,lophatherella,,Kuroko,2015,ササクサカザリバ,,,,"Cosmopterix lophatherella Kuroko, 2015",,新記録・再分類等,
species-1203,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,sapporensis,,(Matsumura),1931,サッポロカザリバ,,,,"Cosmopterix sapporensis (Matsumura, 1931)",,,
species-1204,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,fulminella,,Stringer,1930,カザリバ,,,,"Cosmopterix fulminella Stringer, 1930",,,
species-1205,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,oplismeniella,,Kuroko,2015,チジミザサカザリバ,,,,"Cosmopterix oplismeniella Kuroko, 2015",,新記録・再分類等,
species-1206,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,tenuistriata,,Kuroko,2015,ホソスジカザリバ,,,,"Cosmopterix tenuistriata Kuroko, 2015",,新記録・再分類等,
species-1207,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,yasudai,,Kuroko,2015,ヤスダカザリバ,,,,"Cosmopterix yasudai Kuroko, 2015",,新記録・再分類等,
species-1208,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,bromella,,Kuroko,2015,キツネガヤカザリバ,,,,"Cosmopterix bromella Kuroko, 2015",,新記録・再分類等,
species-1209,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,attenuatella,,(Walker),1864,ホソカザリバ,,,,"Cosmopterix attenuatella (Walker, 1864)",,,
species-1210,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,ryukyuensis,,Kuroko,2015,リュウキュウカザリバ,,,,"Cosmopterix ryukyuensis Kuroko, 2015",,新記録・再分類等,
species-1211,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,margaritae,,Kuroko,2011,シンジュカザリバ,,,,"Cosmopterix margaritae Kuroko, 2011",,,
species-1212,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,xuthogastra,,(Meyrick),1910,マガリカザリバ,,,,"Cosmopterix xuthogastra (Meyrick, 1910)",,新記録・再分類等,
species-1213,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,microstegiella,,Kuroko,2015,ササガヤカザリバ,,,,"Cosmopterix microstegiella Kuroko, 2015",,新記録・再分類等,
species-1214,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,miscanthella,,Kuroko,2015,カリヤスモドキカザリバ,,,,"Cosmopterix miscanthella Kuroko, 2015",,新記録・再分類等,
species-1215,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,rhyncognathosella,,Sinev,1985,コカザリバ,,,,"Cosmopterix rhyncognathosella Sinev, 1985",,,
species-1216,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,flavoguttella,,Kuroko,2015,キオビカザリバ,,,,"Cosmopterix flavoguttella Kuroko, 2015",,新記録・再分類等,
species-1217,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,infuscata,,Kuroko,2015,ウスグロカザリバ,,,,"Cosmopterix infuscata Kuroko, 2015",,新記録・再分類等,
species-1218,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,hikosanensis,,Kuroko,2015,ヒコサンカザリバ,,,,"Cosmopterix hikosanensis Kuroko, 2015",,新記録・再分類等,
species-1219,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,okinoerabensis,,Kuroko,2015,オキノエラブカザリバ,,,,"Cosmopterix okinoerabensis Kuroko, 2015",,新記録・再分類等,
species-1220,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,azumai,,Kuroko,2015,アズマカザリバ,,,,"Cosmopterix azumai Kuroko, 2015",,新記録・再分類等,
species-1221,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,angoonae,,Kuroko,1987,アングーンカザリバ,,,,"Cosmopterix angoonae Kuroko, 1987",,,
species-1222,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,manoi,,Kuroko,2015,マノカザリバ,,,,"Cosmopterix manoi Kuroko, 2015",,新記録・再分類等,
species-1223,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,asymmetrella,,Sinev,1993,アブラススキカザリバ,,,,"Cosmopterix asymmetrella Sinev, 1993",,,
species-1224,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,infundibulella,,Sinev,1988,ナガススキカザリバ,,ナガカザリバ,,"Cosmopterix infundibulella Sinev, 1988",,,
species-1225,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,miscanthis,,Kuroko,2015,ススキカザリバ,,,,"Cosmopterix miscanthis Kuroko, 2015",,新記録・再分類等,
species-1226,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,victor,,Stringer,1930,ウスイロカザリバ,,,,"Cosmopterix victor Stringer, 1930",,,
species-1227,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,phyllostachysea,,Kuroko,1975,マダケカザリバ,,,,"Cosmopterix phyllostachysea Kuroko, 1975",,,
species-1228,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Cosmopterix,,"sp. 1 of Oku, 2003",,,,オオホソカザリバ,,,,"Cosmopterix sp. 1 of Oku, 2003",,,
species-1229,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Macrobathra,,quercea,,Moriuti,1973,キオビキバガ,,,,"Macrobathra quercea Moriuti, 1973",,,
species-1230,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Macrobathra,,"sp. 1 of Oku, 2003",,,,ヨツモンホソマルハキバガ,,,,"Macrobathra sp. 1 of Oku, 2003",,,
species-1231,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,Macrobathra,,"sp. 2 of Oku, 2003",,,,ミツモンホソマルハキバガ,,,,"Macrobathra sp. 2 of Oku, 2003",,,
species-1232,Chrysopeleiidae,コブカザリバガ科,,,,,Gisilia,,melanobasis,,Sohn & Park,2018,ズグロコブカザリバ,,,,"Gisilia melanobasis Sohn & Park, 2018",,学名決定,
species-1233,Chrysopeleiidae,コブカザリバガ科,,,,,Gisilia,,tamrae,,Sohn & Park,2018,ホソバネコブカザリバ,,,,"Gisilia tamrae Sohn & Park, 2018",,新記録・再分類等,
species-1234,Chrysopeleiidae,コブカザリバガ科,,,,,Gisilia,,"sp. of Nasu et al., 2020",,,,ミナミコブカザリバ,,,,"Gisilia sp. of Nasu et al., 2020",,未同定種の追加,
species-1235,Gelechiidae,キバガ科,Apatetrinae,ハモグリキバガ亜科,,,Apatetris,,elaeagnella,,Sakamaki,2000,グミハモグリキバガ,,,,"Apatetris elaeagnella Sakamaki, 2000",,,
species-1236,Gelechiidae,キバガ科,Apatetrinae,ハモグリキバガ亜科,,,Apatetris,,elymicola,,Sakamaki,2000,ハマニンニクキバガ,,,,"Apatetris elymicola Sakamaki, 2000",,,
species-1237,Gelechiidae,キバガ科,Apatetrinae,ハモグリキバガ亜科,,,Chrysoesthia,,drurella,,(Fabricius),1775,ヘルマンアカザキバガ,,,,"Chrysoesthia drurella (Fabricius, 1775)",,,
species-1238,Gelechiidae,キバガ科,Apatetrinae,ハモグリキバガ亜科,,,Chrysoesthia,,sexguttella,,(Thunberg),1794,ムツモンアカザキバガ,,,,"Chrysoesthia sexguttella (Thunberg, 1794)",,,
species-1239,Gelechiidae,キバガ科,Apatetrinae,ハモグリキバガ亜科,,,Chrysoesthia,,heringi,,(Kuroko),1961,イノコズチキバガ,,,,"Chrysoesthia heringi (Kuroko, 1961)",,,
species-1240,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Metzneria,,inflammatella,,(Christoph),1882,オオトガリキバガ,,,,"Metzneria inflammatella (Christoph, 1882)",,,
species-1241,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Metzneria,,lappella,,(Linnaeus),1758,ゴボウトガリキバガ,,,,"Metzneria lappella (Linnaeus, 1758)",,,
species-1242,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Metzneria,,"sp. of Sakamaki, 2013",,,,クロトガリキバガ,,,,"Metzneria sp. of Sakamaki, 2013",,,
species-1243,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Argolamprotes,,micella,,(Denis & Schiffermüller),1775,ギンボシアカガネキバガ,,,,"Argolamprotes micella (Denis & Schiffermüller, 1775)",,,
species-1244,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Apodia,,bifractella,,(Duponchel),[1843],エゾキバガ,,,,"Apodia bifractella (Duponchel, [1843])",,,
species-1245,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Daltopora,,sinanensis,,Sakamaki,1995,シナノキバガ,,,,"Daltopora sinanensis Sakamaki, 1995",,,
species-1246,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Eulamprotes,,atrella,,(Denis & Schiffermüller),1775,キモンアカガネキバガ,,,,"Eulamprotes atrella (Denis & Schiffermüller, 1775)",,,
species-1247,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Eulamprotes,,wilkella,,(Linnaeus),1758,ギンスジアカガネキバガ,,,,"Eulamprotes wilkella (Linnaeus, 1758)",,,
species-1248,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Monochroa,,cytisella,,(Curtis),1837,エゾマエチャキバガ,,,,"Monochroa cytisella (Curtis, 1837)",,,
species-1249,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Monochroa,,pallida,,Sakamaki,1996,マエチャキバガ,,,,"Monochroa pallida Sakamaki, 1996",,,
species-1250,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Monochroa,,servella,,(Zeller),1839,サクラソウキバガ,,,,"Monochroa servella (Zeller, 1839)",,,
species-1251,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Monochroa,,conspersella,,(Herrich-Schäffer),1854,オカトラノオキバガ,,[サクラソウキバガ],,"Monochroa conspersella (Herrich-Schäffer, 1854)",,,
species-1252,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Monochroa,,kumatai,,Sakamaki,1996,クマタシラホシキバガ,,,,"Monochroa kumatai Sakamaki, 1996",,,
species-1253,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Monochroa,,lutulentella,,(Zeller),1839,ナスノキバガ,,,,"Monochroa lutulentella (Zeller, 1839)",,,
species-1254,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Monochroa,,lucidella,,(Stephens),1834,キモンキバガ,,,,"Monochroa lucidella (Stephens, 1834)",,,
species-1255,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Monochroa,,suffusella,,(Douglas),1850,イグサキバガ,,,,"Monochroa suffusella (Douglas, 1850)",,,
species-1256,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Monochroa,,divisella,,(Douglas),1850,アヤメキバガ,,,,"Monochroa divisella (Douglas, 1850)",,,
species-1257,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Monochroa,,subcostipunctella,,Sakamaki,1996,ニセイグサキバガ,,,,"Monochroa subcostipunctella Sakamaki, 1996",,,
species-1258,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Monochroa,,japonica,,Sakamaki,1996,ミゾソバキバガ,,,,"Monochroa japonica Sakamaki, 1996",,,
species-1259,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Monochroa,,hornigi,,(Staudinger),1883,ホーニッヒチャマダラキバガ,,,,"Monochroa hornigi (Staudinger, 1883)",,,
species-1260,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Monochroa,,leptocrossa,,(Meyrick),1926,ウスイロフサベリキバガ,,,,"Monochroa leptocrossa (Meyrick, 1926)",,,
species-1261,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Monochroa,,cleodora,,(Meyrick),1935,ウスキマダラキバガ,,,,"Monochroa cleodora (Meyrick, 1935)",,,
species-1262,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Monochroa,,cleodoroides,,Sakamaki,1994,ヒメキマダラキバガ,,,,"Monochroa cleodoroides Sakamaki, 1994",,,
species-1263,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Monochroa,,pentameris,,(Meyrick),1931,イツボシマダラキバガ,,,,"Monochroa pentameris (Meyrick, 1931)",,,
species-1264,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Caulastrocecis,,salinatrix,,(Meyrick),1926,ハイイロムシコブキバガ,,,,"Caulastrocecis salinatrix (Meyrick, 1926)",,,
species-1265,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Sitotroga,,cerealella,,(Olivier),1789,バクガ,,,,"Sitotroga cerealella (Olivier, 1789)",,,
species-1266,Gelechiidae,キバガ科,Metzneriinae,モグリキバガ亜科,,,Gelechia,,acanthopis,,Meyrick,1932,ソバカスキバガ,,,,"Gelechia acanthopis Meyrick, 1932",,,
species-1267,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Gelechia,,cuneatella,,Douglas,1852,ゴマダラハイキバガ,,,,"Gelechia cuneatella Douglas, 1852",,,
species-1268,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Gelechia,,inconspicua,,Omelko,1986,ヤナギウスグロキバガ,,,,"Gelechia inconspicua Omelko, 1986",,,
species-1269,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Gelechia,,fuscooculata,,Omelko,,ヒメウスグロキバガ,,,,Gelechia fuscooculata Omelko,,,
species-1270,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Gelechia,,"sp. of Sakamaki, 2013",,,,サクラクロテンキバガ,,,,"Gelechia sp. of Sakamaki, 2013",,,
species-1271,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Gelechia,,teleiodella,,Omelko,1986,トドマツクロマダラキバガ,,,,"Gelechia teleiodella Omelko, 1986",,,
species-1272,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Gelechia,,anomorcta,,Meyrick,1926,ナラクロテンキバガ,,,,"Gelechia anomorcta Meyrick, 1926",,,
species-1273,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Psoricoptera,,gibbosella,,(Zeller),1839,ミツコブキバガ,,,,"Psoricoptera gibbosella (Zeller, 1839)",,,
species-1274,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Psoricoptera,,kawabei,,Park & Karsholt,1999,ヌルデミツコブキバガ,,,,"Psoricoptera kawabei Park & Karsholt, 1999",,,
species-1275,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Psoricoptera,,arenicolor,,Omelko,1999,ダケカンバミツコブキバガ,,,,"Psoricoptera arenicolor Omelko, 1999",,,
species-1276,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Psoricoptera,,latignathosa,,Park & Karsholt,1999,クルミミツコブキバガ,,,,"Psoricoptera latignathosa Park & Karsholt, 1999",,,
species-1277,Gelechiidae,キバガ科,Gelechiinae,キバガ亜科,,,Psoricoptera,,"sp. 2 of Oku, 2003",,,,ヒメミツコブキバガ,,,,"Psoricoptera sp. 2 of Oku, 2003",,,
