大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族和名,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,食草,出典
3848,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Athetisina,ウスイロヨトウ亜族,Athetis,,furvula,,(Hübner),[1808],,オビウスイロヨトウ,,,,,,,"Athetis furvula (Hübner, 1808)",イタドリ (タデ科); ギシギシ属 (タデ科); タンポポ属 (キク科); 特に; を食べた記録がある; ; ; ; 特に; を食べた記録がある; ; ; ; 特に; を食べた記録がある; ; ; ; 特に; を食べた記録がある; ; ; ; 特に; を食べた記録がある,日本産蛾類標準図鑑2
3849,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Athetisina,ウスイロヨトウ亜族,Athetis,,gluteosa,,(Treitschke),1835,,ヒメオビウスイロヨトウ,,,,,,,Athetis gluteosa (Treitschke,シロツメクサ (マメ科); タンポポ属 (キク科),日本産蛾類標準図鑑2
3850,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Athetisina,ウスイロヨトウ亜族,Athetis,,funesta,,(Staudinger),1888,,ウスグロヨトウ,,,,,,,Athetis funesta (Staudinger,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3851,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Athetisina,ウスイロヨトウ亜族,Athetis,,lapidea,,Wileman,1911,,ヒメウスグロヨトウ,,,,,,,Athetis lapidea Wileman,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3852,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Athetisina,ウスイロヨトウ亜族,Athetis,,placida,,(Moore),1884,,リュウキュウウスイロヨトウ,,,,,,,Athetis placida (Moore,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3853,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Athetisina,ウスイロヨトウ亜族,Athetis,,striolata,,(Butler),1886,,スジウスイロヨトウ,,,,,,,Athetis striolata (Butler,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3854,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Athetisina,ウスイロヨトウ亜族,Athetis,,lepigone,,(Möschler),1860,,コウスイロヨトウ,,,,,,,Athetis lepigone (Möschler,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3855,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Athetisina,ウスイロヨトウ亜族,Athetis,,correpta,,(Püngeler),1907,,エゾウスイロヨトウ,,,,,,,Athetis correpta (Püngeler,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3856,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Athetisina,ウスイロヨトウ亜族,Athetis,,dissimilis,,(Hampson),1909,,テンウスイロヨトウ,,,,,,,Athetis dissimilis (Hampson,タンポポ類 (キク科); ミゾソバ (タデ科); シロツメクサ (マメ科); の記録がある; の記録がある; の記録がある; の記録がある; の記録がある; ; ; ; の記録がある; 1909); ; ; の記録がある; ; ; の記録がある; 1909); ; ; の記録がある; 1909); ; ; の記録がある,日本産蛾類標準図鑑2
3857,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Athetisina,ウスイロヨトウ亜族,Athetis,,albisignata,,(Oberthür),1879,,シロテンウスグロヨトウ,,,,,,,Athetis albisignata (Oberthür,"ヨモギ (以上キク科); スイバ (タデ科); インゲンマメ (マメ科); クリ (プナ科); 1879),エゾギク; タンポポ顆; の記録がある; また; ; ; ; ; 1879),エゾギク; タンポポ顆; の記録がある; また; エゾギク; タンポポ顆; の記録がある; また; ; ; ; ; 1879),エゾギク; タンポポ顆; の記録がある; また; ; ; ; ; 1879),エゾギク; タンポポ顆; の記録がある; また",日本産蛾類標準図鑑2
3858,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Athetisina,ウスイロヨトウ亜族,Athetis,,pallidipennis,,Sugi,1982,,キバネシロテンウスグロヨトウ,,,,,,,Athetis pallidipennis Sugi,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3859,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Athetisina,ウスイロヨトウ亜族,Athetis,,stellata,,(Moore),1882,,ヒメサビスジヨトウ,,,,,,,Athetis stellata (Moore,"ヨモギ (以上キク科); スイバ (タデ科); クサギ (シソ科); 1882),エゾギク; タンポポ類; の生葉または枯れ葉; ; ; ; 1882),エゾギク; タンポポ類; の生葉または枯れ葉; エゾギク; タンポポ類; の生葉または枯れ葉; ; ; ; 1882),エゾギク; タンポポ類; の生葉または枯れ葉; ; ; ; 1882),エゾギク; タンポポ類; の生葉または枯れ葉",日本産蛾類標準図鑑2
3860,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Athetisina,ウスイロヨトウ亜族,Athetis,,lineosa,,(Moore),1881,,シロモンオビヨトウ,,,,,,,Athetis lineosa (Moore,"ヨモギ (以上キク科); スイバ (以上タデ科); ヒルガオ (ヒルガオ科); 1881),エゾギク; タンポポ類; ママコノシリヌグイ; の生葉または枯れ葉; ; ; ; 1881),エゾギク; タンポポ類; ママコノシリヌグイ; の生葉または枯れ葉; エゾギク; タンポポ類; ママコノシリヌグイ; の生葉または枯れ葉; ; ; ; 1881),エゾギク; タンポポ類; ママコノシリヌグイ; の生葉または枯れ葉; ; ; ; 1881),エゾギク; タンポポ類; ママコノシリヌグイ; の生葉または枯れ葉",日本産蛾類標準図鑑2
3861,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Athetisina,ウスイロヨトウ亜族,Athetis,,lineosella,,Sugi,1982,,ヒメシロモンオビヨトウ,,,,,,,Athetis lineosella Sugi,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3862,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Athetisina,ウスイロヨトウ亜族,Athetis,,costiloba,,Sugi,1982,,ミツボシモンオビヨトウ,,,,,,,Athetis costiloba Sugi,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3863,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Athetisina,ウスイロヨトウ亜族,Athetis,,thoracica,,(Moore),1884,,オスキバネヨトウ,,,,,,,Athetis thoracica (Moore,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Caradrinini,フタホシヨトウ族,Athetisina,ウスイロヨトウ亜族,Athetis,,erigida,,(Swinhoe),1890,,ハネナガウスグロヨトウ,,,,,出版後の追加,新記録・再分類等,,不明; 不明; 不明; 不明; 不明,
3801,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Triphaenopsis,,lucilla,,Butler,1878,,シロホシキシタヨトウ,,,,,,,"Triphaenopsis lucilla Butler, 1878",ハチク (以上イネ科); チシマザサ; モウソクチク; クロチク; チシマザサ; モウソクチク; クロチク; チシマザサ; モウソクチク; クロチク; チシマザサ; モウソクチク; クロチク; チシマザサ; モウソクチク; クロチク,日本産蛾類標準図鑑2
3802,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Triphaenopsis,,jezoensis,,Sugi,1962,,エゾキシタヨトウ,,,,,,,Triphaenopsis jezoensis Sugi,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3803,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Triphaenopsis,,cinerescens,,Butler,1885,,ウスキシタヨトウ,,,,,,,Triphaenopsis cinerescens Butler,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3804,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Triphaenopsis,,postflava,,(Leech),1900,,ナカジロキシタヨトウ,,,,,,,Triphaenopsis postflava (Leech,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3805,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Olivenebula,,oberthueri,,(Staudinger),1892,,ツシマキシタヨトウ,,,,,,,Olivenebula oberthueri (Staudinger,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3806,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Polyphaenis,,subviridis,,(Butler),1878,,ウスアオヨトウ,,,,,,,Polyphaenis subviridis (Butler,クロミノウグイスカグラ (ハスカップ; スイカズラ科); イボタノキ (モクセイ科); で確認されている; で確認されている; で確認されている; で確認されている; で確認されている,日本産蛾類標準図鑑2
3824,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Dypterygia,,caliginosa,,(Walker),1858,,クロモクメヨトウ,,,,,,,Dypterygia caliginosa (Walker,"ギシギシ (以上タデ科); 1858),イタドリ; 1858),イタドリ; イタドリ; 1858),イタドリ; 1858),イタドリ; イタドリ; 1858); イタドリ;; イタドリ;; 1858); イタドリ;; 1858); イタドリ;",日本産蛾類標準図鑑2
3825,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Dypterygia,,andreji,,Kardakoff,1928,,スジクロモクメヨトウ,,,,,,,"""Polyphaenis subviridis (Butler, 1878)""",オオイタドリ; ヤガ科; キリガ亜科; クロモクメヨトウ族; シロスジアオヨトウ,"イヌタデ; ギシギシ (以上タデ科)"""
3829,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Trachea,,punkikonis,,Matsumura,1927,,オオシロテンアオヨトウ,オオシロテンアオヨトウ,,,,,,Trachea punkikonis Matsumura,ミゾソバ (タデ科),日本産蛾類標準図鑑2
3830,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Trachea,,melanospila,,Kollar,[1844],,ヒメシロテンアオヨトウ,,,,,,,Trachea melanospila Kollar,ソバ (タデ科),日本産蛾類標準図鑑2
3831,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Trachea,,tokiensis,,(Butler),1881,,ハガタアオヨトウ,,,,,,,Trachea tokiensis (Butler,オオイタドリ (タデ科),日本産蛾類標準図鑑2
3832,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Feliniopsis,,indistans,,(Guenée),1852,,ミツボシヨトウ,,,,,,,Feliniopsis indistans (Guenée,ヤンバルハグロソウ (キツネノマゴ科); アダトーダ (キツネノマゴ科); インドにおいて; 同属種がで飼育された記録がある; インドにおいて; 同属種がで飼育された記録がある; インドにおいて; 同属種がで飼育された記録がある; インドにおいて; 同属種がで飼育された記録がある; インドにおいて; 同属種がで飼育された記録がある; ; ; インドにおいて; 同属種がで飼育された記録がある; 1852); ; インドにおいて; 同属種がで飼育された記録がある; 1852); ; インドにおいて; 同属種がで飼育された記録がある,日本産蛾類標準図鑑2
3834,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Dipterygina,,cupreotincta,,Sugi,1954,,ウスクロモクメヨトウ,,,,,,,Dipterygina cupreotincta Sugi,ムラサキシキブ (シソ科),日本産蛾類標準図鑑2
3835,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Dipterygina,,japonica,,(Leech),[1889],,コクロモクメヨトウ,,,,,,,Dipterygina japonica (Leech,ムラサキシキブ (シソ科),日本産蛾類標準図鑑2
3836,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Sasunaga,,longiplaga,,Warren,1912,,ホソバヨトウ,,,,,,,Sasunaga longiplaga Warren,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3873,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Mormo,,mucivirens,,Butler,1878,,アオバセダカヨトウ,,,,,,,Mormo muscivirens Butler,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3874,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Mormo,,cyanea,,Sugi,1982,,ウグイスセダカヨトウ,,,,,,,Mormo cyanea Sugi,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3875,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Orthogonia,,sera,,Felder & Felder,1862,,ノコメセダカヨトウ,,,,,,,Orthogonia sera Felder & Felder,"ギシギシ (以上タデ科); 1862,イタドリ; 1862,イタドリ; イタドリ; 1862,イタドリ; 1862,イタドリ; イタドリ; 1862; イタドリ;; イタドリ;; 1862; イタドリ;; 1862; イタドリ;",日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Orthogonia,,sugii,,Seino,1992,,アマミノコメセダカヨトウ,,,,,,,Orthogonia sugii Seino,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3807,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Hemictenophora,,euplexiodes,,Sugi,1970,,コマルバヨトウ,,,,,,,,不明; 不明; 不明; 不明; 不明,
3808,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Dypterygiini,クロモクメヨトウ族,,,Colocasidia,,albifera,,Sugi,1982,,ソトシロフヨトウ,,,,,,,,不明; 不明; 不明; 不明; 不明,
,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Actinotiini,コモクメヨトウ族,,,Hyppa,,rectilinea,,(Esper),1788,,カラフトシロスジヨトウ,,,,,,,Hyppa rectilinea (Esper,不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明; 不明,日本産蛾類標準図鑑2
3822,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Actinotiini,コモクメヨトウ族,,,Actinotia,,polyodon,,(Clerck),1759,,ヒメモクメヨトウ,,,,,,,Actinotia polyodon (Clerck,オトギリソウ (オトギリソウ科),日本産蛾類標準図鑑2
3823,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Actinotiini,コモクメヨトウ族,,,Actinotia,,intermediata,,(Bremer),1861,,コモクメヨトウ,,,,,,,Actinotia intermediata (Bremer,オトギリソウ (オトギリソウ科),日本産蛾類標準図鑑2
3809,Noctuidae,ヤガ科,Xyleninae,キリガ亜科,Phlogophorini,アカガネヨトウ族,,,Euplexia,,lucipara,,(Linnaeus),1758,,アカガネヨトウ,,,,,,,Euplexia lucipara (Linnaeus,"ヌスビトハギ (以上マメ科); ギシギシ (タデ科); イノモトソウ (以上イノモトソウ科); ワラビ (コバノイシカグマ科); 1758),ダイズ; タチシノブ; での飼育例もある; 1758),ダイズ; タチシノブ; での飼育例もある; ダイズ; タチシノブ; での飼育例もある; 1758),ダイズ; タチシノブ; での飼育例もある; 1758),ダイズ; タチシノブ; での飼育例もある; ダイズ; タチシノブ; での飼育例もある; 1758); ダイズ; ; ; タチシノブ; ; での飼育例もある; 1758); ダイズ; ; ; タチシノブ; ; での飼育例もある",日本産蛾類標準図鑑2
