大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族和名,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,食草,備考,出典
,Stathmopodidae,ニセマイコガ科,,,,,,,Calicotis,,chrysoptera,,Terada,2016,,シダマイコガ,,シロマイコガ,,,,学名決定,,,,
,Stathmopodidae,ニセマイコガ科,,,,,,,Calicotis,,biserraticola,,Terada,2016,,ヒメシダマイコガ,,,,,出版後の追加,新記録・再分類等,,,,
,Stathmopodidae,ニセマイコガ科,,,,,,,Calicotis,,rotundinidus,,Terada,2016,,タニワタリシダマイコガ,,,,,出版後の追加,新記録・再分類等,,,,
,Stathmopodidae,ニセマイコガ科,,,,,,,Calicotis,,exclamationis,,Terada,2016,,オオシダマイコガ,,,,,非掲載,学名決定,,,,
,Stathmopodidae,ニセマイコガ科,,,,,,,Calicotis,,latebrifica,,Terada,2016,,ヤブソテツシダマイコガ,,,,,出版後の追加,新記録・再分類等,,,,
,Stathmopodidae,ニセマイコガ科,,,,,,,Calicotis,,xanthopsis,,Terada,2016,,シロガネシダマイコガ,,,,,出版後の追加,新記録・再分類等,,,,
,Stathmopodidae,ニセマイコガ科,,,,,,,Calicotis,,sublucida,,Terada,2016,,クロガネシダマイコガ,,,,,非掲載,学名決定,,,,
,Stathmopodidae,ニセマイコガ科,,,,,,,Cuprina,,fuscella,,Sinev,1988,,クロシダマイコガ,,,,,非掲載,学名決定,,,,
,Stathmopodidae,ニセマイコガ科,,,,,,,Cuprina,,flaviscapella,,Sinev,1988,,ヒメクロシダマイコガ,,,,,非掲載,学名決定,,,,
,Stathmopodidae,ニセマイコガ科,,,,,,,Thylacosceloides,,miniata,,Sinev,1988,,モンシダマイコガ,,,,,出版後の追加,新記録・再分類等,,,,
,Stathmopodidae,ニセマイコガ科,,,,,,,Thylacosceloides,,stegnogrammias,,Terada,2016,,ミナミモンシダマイコガ,,,,,出版後の追加,新記録・再分類等,,,,
,Stathmopodidae,ニセマイコガ科,,,,,,,Thylacosceloides,,leucocephalus,,Terada,2016,,シロズモンシダマイコガ,,,,,出版後の追加,新記録・再分類等,,,,
1172,Stathmopodidae,ニセマイコガ科,,,,,,,Oedematopoda,,leechi,,Walsingham,1889,,アカヒゲベニトゲアシガ,,,,,,,,,,
1171,Stathmopodidae,ニセマイコガ科,,,,,,,Atkinsonia,,ignipicta,,(Butler),1881,,セグロベニトゲアシガ,,,,,,,,,,
,Stathmopodidae,ニセマイコガ科,,,,,,,Atkinsonia,,beijingana,,(Yang),1977,,クリベニトゲアシガ,,,,,非掲載,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,gryphipennella,,(Hübner),1796,,ハマナスツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,sakurae,,Oku,2009,,サクラツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,levantis,,Baldizzone & Oku,1988,,ナラツツミノガ,,,,,,,,,,
1183,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,serratella,,(Linnaeus),1761,,シラカバツツミノガ,,,,,,,,,,
1186,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,spinella,,(Schrank),1802,,リンゴツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,eteropennella,,Baldizzone & Oku,1988,,フタイロツツミノガ,,,,,,,,,,
1180,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,milvipennis,,Zeller,1839,,カンバマエジロツツミノガ,,,,,,,,,,
1180,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,myricae,,Oku & Kusunoki,2018,,ヤチヤナギマエジロツツミノガ,,,,,出版後の追加,新記録・再分類等,,,,
1182,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,japonicella,,Oku,1965,,ニレナガツツミノガ,,,,,,,,,,
1181,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,ulmivorella,,Oku,1965,,ニレコツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,uliginosella,,Glitz,1872,,エゾムラサキツツジツツミノガ,,,,,,,,,,
1190,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,ledi,,Stainton,1860,,イソツツジツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,murinella,,Tengström,1847,,コケモモツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,glitzella,,Hofmann,1869,,タカネコケモモツツミノガ,,,,,出版後の追加,新記録・再分類等,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,vacciniella,,Herrich-Schäffer,1861,,クロマメノキツツミノガ,,,,,出版後の追加,新記録・再分類等,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,plumbella,,Kanerva,1941,,スノキツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,orbitella,,Zeller,1849,,ダケカンバツツミノガ,,,,,,,,,,
1188,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,hancola,,Oku,1965,,ハンノキツツミノガ,,,,,,,,,,
1189,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,cercidiphyllella,,Oku,1965,,カツラツツミノガ,,,,,,,,,,
1189,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,sorbariella,,Oku & Kusunoki,2018,,ホザキナナカマドツツミノガ,,,,,出版後の追加,新記録・再分類等,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,obscuripalpella,,Kanerva,1941,,ドウガネツツミノガ,,,,,出版後の追加,新記録・再分類等,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,potentillae,,Elisha,1885,,オニシモツケツツミノガ,,,,,,,,,,
1187,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,trigeminella,,Fuchs,1881,,アズキナシツツミノガ,アズキナシツツミノガ,,,,,,,,,
1205,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,serinipennella,,Christoph,1872,,アカザフシガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,alcyonipennella,,(Kollar),1832,,キンバネツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,mayrella,,(Hübner),[1813],,ヒメキンバネツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,deauratella,,Lienig & Zeller,1846,,ネブトキンバネツツミノガ,,,,,出版後の追加,新記録・再分類等,,,,
1201,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,flavovena,,Matsumura,1931,,キミャクツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,enkomiella,,Baldizzone & Oku,1988,,ヨモギホソツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,chalcogrammella,,Zeller,1839,,オオヤマフスマツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,albidella,,(Denis & Schiffermüller),1775,,ヤナギピストルミノガ,,,,,,,,,,
1204,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,bernoulliella,,(Goeze),1783,,リンゴピストルミノガ,,,,,,,,,,
1202,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,platyphyllae,,Oku,1965,,シラカバピストルミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,quercicola,,Baldizzone & Oku,1990,,ミヤマピストルミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,melanograpta,,Meyrick,1935,,カシワピストルミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,brevipalpella,,Wocke,1874,,アザミシロツツミノガ,,アザミオオツツミノガ,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,honshuella,,Baldizzone & Oku,1988,,ヨモギオオツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,ditella,,Zeller,1849,,ヨモギギンオビツツミノガ,,,,,出版後の追加,新記録・再分類等,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,pseudoditella,,Baldizzone & Patzak,1983,,ノギクギンオビツツミノガ,,,,,,,,,,
1184+1185,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,obducta,,(Meyrick),1931,,カラマツツツミノガ,,ムジツツミノガ,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,cinclella,,Baldizzone & Oku,1990,,ヨモギムモンツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,yufutsuensis,,Oku & Kusunoki,2018,,ノコギリソウホソツツミノガ,,,,,出版後の追加,新記録・再分類等,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,raphidon,,Baldizzone & Savenkov,2002,,シラヤマギクツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,paripennella,,Zeller,1839,,アザミクロツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,molothrella,,Baldizzone & Oku,1988,,ノギククロツツミノガ,,,,,,,,,,
1199,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,yomogiella,,Oku,1974,,ヨモギツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,montaniella,,Oku & Kusunoki,2018,,ウスイロヨモギツツミノガ,,,,,出版後の追加,新記録・再分類等,,,,
1200,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,kurokoi,,Oku,1974,,キクツツミノガ,,,,,,,,,,
1191,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,therinella,,Tengström,1848,,シロミャクツツミノガ,,,,,,,,,,
1191,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,algidella,,Staudinger,1857,,ハコベハナツツミノガ,,,,,出版後の追加,新記録・再分類等,,,,
1191,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,follicularis,,(Vallot),1802,,オグルマツツミノガ,,,,,出版後の追加,新記録・再分類等,,,,
1192,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,issikii,,Baldizzone & Oku,1988,,ウスシロミャクツツミノガ,,,,,,,,,,
1192,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,weyrichiella,,Oku & Kusunoki,2018,,ウラジロタデツツミノガ,,,,,出版後の追加,新記録・再分類等,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,argentula,,(Stephens),1834,,ノコギリソウツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,scopariella,,Oku,2009,,ホウキギツツミノガ,,ウスキミャクツツミノガ,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,cristata,,Baldizzone,1989,,アカミャクツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,hsiaolingensis,,Toll,1942,,ノコンギクハナツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,kamtschatica,,(Anikin),1998,,ユウガギクハナツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,laniella,,Baldizzone & Oku,1990,,ホソハイイロツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,virgaureae,,Stainton,1857,,アキノキリンソウツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,sternipennella,,(Zetterstedt),1839,,アカザウスグロツツミノガ,,,,,,,,,,
1195,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,chenopodii,,Oku,1965,,アカザハナツツミノガ,,,,,,,,,,
1193+1197,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,versurella,,Zeller,1849,,アオビユツツミノガ,,,,,,,,,,
1194,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,vestianella,,(Linnaeus),1758,,シモフリツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,kudrosella,,Baldizzone & Oku,1988,,ゴマフツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,albicans,,Zeller,1849,,ヨモギケブカツツミノガ,,,,,,,,,,
1196,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,artemisicolella,,Bruand,1854,,ヨモギハナツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,glaucicolella,,Wood,1892,,イヌイツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,elodella,,Baldizzone & Oku,1988,,ヤチツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,okuella,,Baldizzone & Savenkov,2002,,ニセヤチツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,tamesis,,Waters,1929,,タニガワツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,burhinella,,Baldizzone & Oku,1990,,スズメノヤリツツミノガ,,,,,,,,,,
1198,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,citrarga,,Meyrick,1934,,ヒメツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,juncivora,,Baldizzone & Oku,1990,,コウガイゼキショウツツミノガ,,,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,parki,,Baldizzone & Savenkov,2002,,ヨモギシロハナツツミノガ,,シロヒメツツミノガ,,,,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,clypeiferella,,Hofmann,1871,,ハマベツツミノガ,,,,,出版後の追加,名前変更,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,silenella,,Herrich-Schäffer,1855,,ナデシコツツミノガ,,,,,出版後の追加,新記録・再分類等,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,dianthi,,Herrich-Schäffer,1855,,ナデシコカクレツツミノガ,,,,,出版後の追加,新記録・再分類等,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,gomanae,,Oku & Kusunoki,2018,,ゴマナツツミノガ,,,,,非掲載,学名決定,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,anomalovalvula,,Oku & Kusunoki,2018,,ミヤマヒメツツミノガ,,,,,非掲載,学名決定,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,"sp. 1 of Oku, 2003",,,,[nr ulmivorella Oku],ケヤキツツミノガ,,,,,非掲載,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,"sp. 2 of Oku, 2003",,,,[nr milvipennis Zeller],ハシバミマエジロツツミノガ,,,,,非掲載,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,"sp. 3 of Oku, 2003",,,,[nr ledi Stainton],ハシバミクロツツミノガ,,,,,非掲載,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,"sp. 4 of Oku, 2003",,,,,ムラサキヤシオツツミノガ,,,,,非掲載,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,"sp. 5 of Oku, 2003",,,,[nr plumbella Kanerva],タニウツギヒラタツツミノガ,,,,,非掲載,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,"sp. 7 of Oku, 2003",,,,[nr vibicigerella Zeller],オトコヨモギツツミノガ,,,,,非掲載,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,"sp. 12 of Oku, 2003",,,,[nr follicularis (Vallot)],ヤマハハコツツミノガ,,,,,非掲載,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,"sp. 15 of Oku, 2003",,,,,ホシツツミノガ,,,,,非掲載,,,,,
,Coleophoridae,ツツミノガ科,,,,,,,Coleophora,,"sp. [1] of Mano, 2016",,,,,スモモツツミノガ,,,,,出版後の追加,未同定種の追加,,,,
,Parametriotidae,エダモグリガ科,,,,,,,Blastodacna,,ochrella,,Sugisima,2004,,チャイロエダモグリガ,,,,,,,,,,
,Parametriotidae,エダモグリガ科,,,,,,,Haplochrois,,orientella,,(Sinev),1979,,ヒガシノホソエダモグリガ,,ヒガシノホソエダモグリキバガ,,,,,,,,
,Parametriotidae,エダモグリガ科,,,,,,,Haplochrois,,"sp. 1 of Sugisima, 2013",,,,[nr theae Kusnezov],ヤブツバキホソエダモグリガ,,ヤブツバキエダモグリキバガ,,,,,,,,
,Parametriotidae,エダモグリガ科,,,,,,,Haplochrois,,"sp. 2 of Sugisima, 2013",,,,,オクノホソエダモグリガ,,,,,,,,,,
,Momphidae,アカバナキバガ科,,,,,,,Cyphophora,,minorella,,Sinev,1993,,エゾフジアカバナキバガ,,,,,,,,,,
,Momphidae,アカバナキバガ科,,,,,,,Mompha,Mompha,glaucella,,Sinev,1986,,ハイイロアカバナキバガ,,,,,,,,,,
,Momphidae,アカバナキバガ科,,,,,,,Mompha,Psacaphora,locupletella,,(Denis & Schiffermüller),1775,,アカガネアカバナキバガ,,,,,,,,,,
,Momphidae,アカバナキバガ科,,,,,,,Mompha,Psacaphora,ludwigiae,,(Bradley),1973,,クロガネアカバナキバガ,,,,,,,,,,
,Blastobasidae,ネマルハキバガ科,Blastobasinae,ネマルハキバガ亜科,,,,,Neoblastobasis,,spiniharpella,,Kuznetzov & Sinev,1985,,ウスイロネマルハキバガ,,,,,,,,,,
,Blastobasidae,ネマルハキバガ科,Blastobasinae,ネマルハキバガ亜科,,,,,Neoblastobasis,,brevicornis,,Moriuti,1987,,リュウキュウネマルハキバガ,,ミナミネマルハキバガ,,,,,,,,
1207,Blastobasidae,ネマルハキバガ科,Blastobasinae,ネマルハキバガ亜科,,,,,Neoblastobasis,,decolor,,(Meyrick),1907,,ウスオビネマルハキバガ,,,,,,,,,,
,Blastobasidae,ネマルハキバガ科,Blastobasinae,ネマルハキバガ亜科,,,,,Neoblastobasis,,biceratala,,(Park),1984,,オオネマルハキバガ,,,,,,,,,,
,Blastobasidae,ネマルハキバガ科,Blastobasinae,ネマルハキバガ亜科,,,,,Blastobasis,,sprotundalis,,Park,1984,,コネマルハキバガ,,,,,,,,,,
,Blastobasidae,ネマルハキバガ科,Blastobasinae,ネマルハキバガ亜科,,,,,Blastobasis,,inouei,,Moriuti,1987,,イノウエネマルハキバガ,,,,,,,,,,
,Blastobasidae,ネマルハキバガ科,Blastobasinae,ネマルハキバガ亜科,,,,,Blastobasis,,spiniella,,Park,2000,,スピニエラネマルハキバガ,,,,,,,,,,
,Blastobasidae,ネマルハキバガ科,Blastobasinae,ネマルハキバガ亜科,,,,,Lateantenna,,inana,,(Butler),1881,,イナーナネマルハキバガ,,,,,出版後の追加,新記録・再分類等,,,,
1206,Blastobasidae,ネマルハキバガ科,Blastobasinae,ネマルハキバガ亜科,,,,,Hypatopa,,montivaga,,Moriuti,1982,,シロジネマルハキバガ,,,,,,,,,,
,Blastobasidae,ネマルハキバガ科,Blastobasinae,ネマルハキバガ亜科,,,,,Hypatopa,,silvestrella,,Kuznetzov,1984,,サッポロネマルハキバガ,,,,,掲載漏れ,追加種,,,,
,Blastobasidae,ネマルハキバガ科,Holcocerinae,ヒメネマルハキバガ亜科,,,,,Holcocera,,sakura,,Ohshima,2003,,サクラネマルハキバガ,,,,,,,,,,
,Autostichidae,ミツボシキバガ科,,,,,,,Autosticha,,tetragonopa,,(Meyrick),1935,,ヨツモンミツボシキバガ,,ヨツモンキバガ,,,,,,,,
,Autostichidae,ミツボシキバガ科,,,,,,,Autosticha,,imitativa,,Ueda,1997,,ヒロバミツボシキバガ,,,,,,,,,,
1318,Autostichidae,ミツボシキバガ科,,,,,,,Autosticha,,modicella,,(Christoph),1882,,ミツボシキバガ,,,,,,,,,,
1317,Autostichidae,ミツボシキバガ科,,,,,,,Autosticha,,kyotensis,,(Matsumura),1931,,ヒマラヤスギミツボシキバガ,,ヒマラヤスギキバガ,,,,,,,,
,Autostichidae,ミツボシキバガ科,,,,,,,Autosticha,,truncicola,,Ueda,1997,,エンジュミツボシキバガ,,,,,,,,,,
1322,Autostichidae,ミツボシキバガ科,,,,,,,Semnolocha,,pachysticta,,(Meyrick),1936,,クロボシミツボシキバガ,,クロボシキバガ,,,,,,,,
,Autostichidae,ミツボシキバガ科,,,,,,,Apethistis,,"sp. of Ueda, 2013",,,,[nr carphodes Meyrick],キイロミツボシキバガ,,,,,,,,,,
,Autostichidae,ミツボシキバガ科,,,,,,,Apethistis,,"sp. of Nishikai, 2017",,,,,ミヤマエミツボシキバガ,,,,,出版後の追加,未同定種の追加,,,,
1127,Peleopodidae,エグリキバガ科,,,,,,,Acria,,emarginella,,(Donovan),1806,,オオエグリキバガ,,オオエグリヒラタマルハキバガ,,,,,,,,
1128,Peleopodidae,エグリキバガ科,,,,,,,Acria,,ceramitis,,Meyrick,1908,,ネズミエグリキバガ,,ネズミエグリヒラタマルハキバガ,,,,,,,,
1210,Cosmopterigidae,カザリバガ科,Antequerinae,マイコモドキ亜科,,,,,Pancalia,,hexachrysa,,(Meyrick),1935,,ベニモンマイコモドキ,,,,,,,,,,
1211,Cosmopterigidae,カザリバガ科,Antequerinae,マイコモドキ亜科,,,,,Pancalia,,isshikii,,Matsumura,1931,,ギンモンマイコモドキ,,,,,,,,,,
1212,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Syntomaula,,simulatella,,(Walker),1864,,オオクロボシトガリホソガ,,,,,,,,,,
1213,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Syntomaula,,cana,,Moriuti,1977,,ヒメクロボシトガリホソガ,,,,,,,,,,
1233,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Limnaecia,,phragmitella,,Stainton,1851,,ガマトガリホソガ,,,,,,,,,,
1226,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Labdia,,semicoccinea,,(Stainton),1859,,ベニモントガリホソガ,,,,,,,,,,
1227,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Labdia,,citracma,,(Meyrick),1915,,ツマキトガリホソガ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Labdia,,bicolorella,,(Snellen),1901,,オオツマキトガリホソガ,,,,,,,,,,
1228,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Labdia,,issikii,,Kuroko,1982,,セジロトガリホソガ,,,,,,,,,,
1229,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Labdia,,niphosticta,,(Meyrick),1936,,ギンスジトガリホソガ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Labdia,,antennella,,Sinev & Park,1994,,コブヒゲトガリホソガ,,フサヒゲトガリホソガ,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Ressia,,quercidentella,,Sinev,1998,,クロギンスジトガリホソガ,,,,,,,,,,
1214,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Ashibusa,,jezoensis,,Matsumura,1931,,アシブサトガリホソガ,,,,,,,,,,
1230,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Pyroderces,,sarcogypsa,,(Meyrick),1932,,タテスジトガリホソガ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Pyroderces,,bifurcata,,Zhang & Li,2009,,ヨシタテスジトガリホソガ,,,,,出版後の追加,新記録・再分類等,,,,
1231,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Anatrachyntis,,japonica,,Kuroko,1982,,マダラトガリホソガ,,,,,,,,,,
1232,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Anatrachyntis,,rileyi,,(Walsingham),1882,,トウモロコシトガリホソガ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Anatrachyntis,,incertulella,,(Walker),1864,,タコノキマダラトガリホソガ,,,,,,,,,,
1234,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Trissodoris,,honorariella,,(Walsingham),1907,,タコノキトガリホソガ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,iridimaculata,,Kuroko,2015,,ニジモンカザリバ,,クロカザリバ,,,非掲載,学名決定,,,,
1216,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,zieglerella,,(Hübner),[1810],,カラムシカザリバ,,,,,,,,,,
1217,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,schmidiella,,Frey,1856,,マメカザリバ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,desmodiella,,Kuroko,2015,,ヌスビトハギカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,dumasiae,,Kuroko,2015,,ノササゲカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,oshimana,,Kuroko,2015,,オオシマカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,splendens,,Sinev,1985,,ウツギカザリバモドキ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,phyladelphella,,Sinev,1985,,ウツギカザリバ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,argentitegulella,,Sinev,1985,,シラホネカザリバ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,ermolaevi,,Sinev,1985,,マツモトカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,moslae,,Kuroko,2015,,ヒメジソカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,plectranthella,,Kuroko,2015,,アキチョウジカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,glechomae,,Kuroko,2015,,カキドウシカザリバ,,,,,出版後の追加,新記録・再分類等,,,,
1218,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,orichalcea,,Stainton,1861,,ドルリーカザリバ,,,,,,,,,,
,Cosmopterigidae,カザリバガ科,Cosmopteriginae,カザリバガ亜科,,,,,Cosmopterix,,flavidella,,Kuroko,2011,,ウスキモンカザリバ,,ウスキカザリバ,,,出版後の追加,名前変更,,,,
