大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族和名,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,食草,食草に関する備考,出典
4484,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Bomolocha,,semialbata,,Sugi,1982,,ミヤマソトジロアツバ,,,,,,,"Bomolocha semialbata (Sugi, 1982)",不明,,日本産蛾類標準図鑑2
4485,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Bomolocha,,bipartita,,Staudinger,1892,,エゾソトジロアツバ,,,,,,,"Bomolocha bipartita (Staudinger, 1892)",不明,,日本産蛾類標準図鑑2
4486,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Bomolocha,,zilla,,(Butler),1879,,シラクモアツバ,,,,,,,"Bomolocha zilla (Butler, 1879)",不明,,日本産蛾類標準図鑑2
4487,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Bomolocha,,rivuligera,,(Butler),1881,,アイモンアツバ,,,,,,,"Bomolocha rivuligera (Butler, 1881)",アカソ (イラクサ科),,日本産蛾類標準図鑑2
4488,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Bomolocha,,benepartita,,Sugi,1982,,シモフリヤマガタアツバ,,,,,,,"Bomolocha benepartita (Sugi, 1982)",不明,,日本産蛾類標準図鑑2
4489+----,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Bomolocha,,perspicua,,(Leech),1900,,ウスヅマアツバ,,ヤエヤマウスヅマアツバ,,,,,"Bomolocha perspicua (Leech, 1900)",ヤブマオ(イラクサ科),,日本産蛾類標準図鑑2
4490,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Bomolocha,,bicoloralis,,Graeser,[1889] 1888,,マルモンウスヅマアツバ,,,,,,,"Bomolocha bicoloralis (Graeser, 1889)",ハルニレ; ケヤキ(以上ニレ科),,日本産蛾類標準図鑑2
4491,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Bomolocha,,nigrobasalis,,Herz,1904,,ホシムラサキアツバ,,,,,,,"Bomolocha nigrobasalis (Herz, 1905)",レンゲツツジ; ミヤマキリシマ(以上ツツジ科),,日本産蛾類標準図鑑2
4492,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Bomolocha,,melanica,,Sugi,1959,,ムラクモアツバ,,,,,,,"Bomolocha melanica (Sugi, 1959)",不明,,日本産蛾類標準図鑑2
4493,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Bomolocha,,mandarina,,(Leech),1900,,マガリウスヅマアツバ,,,,,,,"Bomolocha mandarina (Leech, 1900)",ヤブマオ (イラクサ科),,日本産蛾類標準図鑑2
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
4497,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Adrapsa,,notigera,,(Butler),1879,,フジロアツバ,,,,,,,"Adrapsa notigera (Butler, 1879)",広葉樹類の枯れ葉,,日本産蛾類標準図鑑2
4498,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Adrapsa,,subnotigera,,Owada,1982,,ニセフジロアツバ,,,,,,,"Adrapsa subnotigera (Owada, 1982)",不明,,日本産蛾類標準図鑑2
4496,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Adrapsa,,simplex,,(Butler),1879,,シラナミクロアツバ,,,,,,,"Adrapsa simplex (Butler, 1879)",広葉樹類の枯れ葉,,日本産蛾類標準図鑑2
4494,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Bocana,,manifestalis,,Walker,1859,,クロジャノメアツバ,,,,,,,"Bocana manifestalis (Walker, 1859)",木や草本の多食性で; 枯れ葉も食べる,,日本産蛾類標準図鑑2
4502,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Edessena,,gentiusalis,,Walker,[1859],,マルシラホシアツバ,,,,,,,"Edessena gentiusalis (Walker, 1859)",クヌギ (ブナ科)の生葉,,日本産蛾類標準図鑑2
4503,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Edessena,,hamada,,(Felder & Rogenhofer),1874,,オオシラホシアツバ,,,,,,,"Edessena hamada (Felder & Rogenhofer, 1874)",幼虫はクヌギ (ブナ科)の生葉を食べているものが発見されている,,日本産蛾類標準図鑑2
4504,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Hadennia,,incongruens,,(Butler),1879,,ハナマガリアツバ,,,,,,,"Hadennia incongruens (Butler, 1879)",不明,,日本産蛾類標準図鑑2
4505,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Hadennia,,obliqua,,(Wileman),1911,,ソトウスアツバ,,,,,,,"Hadennia obliqua (Wileman, 1911)",不明,,日本産蛾類標準図鑑2
4506,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Hadennia,,nakatanii,,Owada,1979,,ヒメハナマガリアツバ,,,,,,,"Hadennia nakatanii (Owada, 1979)",不明,,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Hadennia,,mysalis,,(Walker),1859,,シロテンハナマガリアツバ,,,,,,,"Hadennia mysalis (Walker, 1859)",不明,,日本産蛾類標準図鑑2
4507,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Mosopia,,sordidum,,(Butler),1879,,フサキバアツバ,,,,,,,"Mosopia sordidum (Butler, 1879)",不明,,日本産蛾類標準図鑑2
4508,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Cidariplura,,gladiata,,Butler,1879,,ハナオイアツバ,,,,,,,"Cidariplura gladiata (Butler, 1879)",不明,,日本産蛾類標準図鑑2
4510,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Cidariplura,,bilineata,,(Wileman & South),1919,,キスジハナオイアツバ,,,,,,,"Cidariplura bilineata (Wileman & South, 1919)",菌類の生葉,,日本産蛾類標準図鑑2
4509,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Cidariplura,,signata,,(Butler),1879,,カギモンハナオイアツバ,,,,,,,"Cidariplura signata (Butler, 1879)",不明,,日本産蛾類標準図鑑2
4514,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Paracolax,,albinotata,,(Butler),1879,,シロモンアツバ,,,,,,,"Paracolax albinotata (Butler, 1879)",広葉樹の枯れ葉,,日本産蛾類標準図鑑2
4515,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Paracolax,,sugii,,Owada,1992,,ウスキモンアツバ,,,,,,,"Paracolax sugii (Owada, 1992)",不明,,日本産蛾類標準図鑑2
4516,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Paracolax,,contigua,,(Leech),1900,,ホソキモンアツバ,,,,,,,"Paracolax contigua (Leech, 1900)",不明,,日本産蛾類標準図鑑2
4517,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Paracolax,,tristalis,,(Fabricius),1794,,クルマアツバ,,,,,,,"Paracolax tristalis (Fabricius, 1794)",広葉樹類の枯れ葉,,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Paracolax,,japonica,,Owada,1987,,ヤマトアツバ,,,,,,,"Paracolax japonica (Owada, 1987)",不明,,日本産蛾類標準図鑑2
4518,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Paracolax,,trilinealis,,(Bremer),1864,,ミスジアツバ,,,,,,,"Paracolax trilinealis (Bremer, 1864)",不明,,日本産蛾類標準図鑑2
4519,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Paracolax,,bilineata,,(Wileman),1915,,ニセミスジアツバ,,,,,,,"Paracolax bilineata (Wileman, 1915)",不明,,日本産蛾類標準図鑑2
4520,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Paracolax,,pryeri,,(Butler),1879,,シロテンムラサキアツバ,,,,,,,"Paracolax pryeri (Butler, 1879)",幼虫はアスナロ; スギ(以上ヒノキ科)の枯れ葉,,日本産蛾類標準図鑑2
4521,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Paracolax,,fascialis,,(Leech),1889,,オビアツバ,,,,,,,"Paracolax fascialis (Leech, 1889)",幼虫はアスナロ (ヒノキ科)の枯れ葉,,日本産蛾類標準図鑑2
4522,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Paracolax,,angulata,,(Wileman),1915,,ハグルマアツバ,,,,,,,"Paracolax angulata (Wileman, 1915)",不明,,日本産蛾類標準図鑑2
4523,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Paracolax,,pacifica,,Owada,1982,,クロキバアツバ,,,,,,,"Paracolax pacifica (Owada, 1982)",不明,,日本産蛾類標準図鑑2
4524,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Paracolax,,fentoni,,(Butler),1879,,ホソナミアツバ,,,,,,,"Paracolax fentoni (Butler, 1879)",不明,,日本産蛾類標準図鑑2
4511,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Idia,,quadra,,(Graeser),[1889],,キモンクロアツバ,,,,,,,"Idia quadra (Graeser, 1889)",幼虫は広葉樹の枯れ葉で飼育,,日本産蛾類標準図鑑2
4512,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Idia,,curvipalpis,,(Butler),1879,,シロホシクロアツバ,,,,,,,"Idia curvipalpis (Butler, 1879)",幼虫は広葉樹類の枯れ葉で飼育,,日本産蛾類標準図鑑2
4513,Noctuidae,ヤガ科,Herminiinae,クルマアツバ亜科,,,,,Idia,,fulvipicta,,(Butler),1889,,ツマジロクロアツバ,,,,,,,"Idia fulvipicta (Butler, 1889)",不明,,日本産蛾類標準図鑑2
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,Noctuidae,ヤガ科,Erebinae,トモエガ亜科,Erebini,トモエガ族,,,Platyja,,umminia,,(Cramer),[1780],,ドウブトクチバ,,,,,,,"Platyja umminia (Cramer, 1780)",不明,,日本産蛾類標準図鑑2
4244,Noctuidae,ヤガ科,Erebinae,トモエガ亜科,Erebini,トモエガ族,,,Spirama,,retorta,,(Clerck),1759,,オスグロトモエ,,,,,,,"Spirama retorta (Clerck, 1759)",ネムノキ; アカシア(以上マメ科),,日本産蛾類標準図鑑2
4245,Noctuidae,ヤガ科,Erebinae,トモエガ亜科,Erebini,トモエガ族,,,Spirama,,helicina,,(Hübner),[1831],,ハグルマトモエ,,,,,,,"Spirama helicina (Hübner, 1831)",ネムノキ(マメ科),,日本産蛾類標準図鑑2
4246,Noctuidae,ヤガ科,Erebinae,トモエガ亜科,Erebini,トモエガ族,,,Erebus,,macrops,,(Linnaeus),1768,,ヨコヅナトモエ,,,,,,,"Erebus macrops (Linnaeus, 1768)",アカシア(マメ科),,日本産蛾類標準図鑑2
4247,Noctuidae,ヤガ科,Erebinae,トモエガ亜科,Erebini,トモエガ族,,,Erebus,,ephesperis,,(Hübner),[1823],,オオトモエ,,,,,,,"Erebus ephesperis (Hübner, 1823)",サルトリイバラ; シオデ(以上ユリ科),,日本産蛾類標準図鑑2
4248,Noctuidae,ヤガ科,Erebinae,トモエガ亜科,Erebini,トモエガ族,,,Metopta,,rectifasciata,,(Ménétriès),1863,,シロスジトモエ,,,,,,,"Metopta rectifasciata (Ménétriès, 1863)",サルトリイバラ; シオデなど(以上ユリ科),,日本産蛾類標準図鑑2
4243,Noctuidae,ヤガ科,Erebinae,トモエガ亜科,Hypopyrini,カキバトモエ族,,,Hypopyra,,vespertilio,,(Fabricius),1787,,カキバトモエ,,,,,,,"Hypopyra vespertilio (Fabricius, 1787)",ネムノキ; アカシア(以上マメ科),,日本産蛾類標準図鑑2
4288,Noctuidae,ヤガ科,Erebinae,トモエガ亜科,Hypopyrini,カキバトモエ族,,,Ischyja,,manlia,,(Cramer),1776,,オオルリオビクチバ,,,,,,,"Ischyja manlia (Cramer, 1776)",多食性。ヤブニッケイ (クスノキ科); ムベ (アケビ科); ビワ; バラ(バラ科); カキノキ (カキノキ科); イジュ(ツバキ科); ウスギコンロンカ(アカネ科); モクタチバナ (ヤブコウジ科); レイシ(ムクロジ科); レンブ (ウコギ科),,日本産蛾類標準図鑑2
4289,Noctuidae,ヤガ科,Erebinae,トモエガ亜科,Hypopyrini,カキバトモエ族,,,Ischyja,,ferrifracta,,(Walker),1864,,サビモンルリオビクチバ,,,,,,,"Ischyja ferrifracta (Walker, 1864)",園芸種のシェフレラ(ウコギ科)からの飼育例がある,,日本産蛾類標準図鑑2
4292,Noctuidae,ヤガ科,Erebinae,トモエガ亜科,Hypopyrini,カキバトモエ族,,,Erygia,,apicalis,,Guenée,1852,,アカテンクチバ,,,,,,,"Erygia apicalis (Guenée, 1852)",フジ; クズ; イルカンダなど(以上マメ科),,日本産蛾類標準図鑑2
4242,Noctuidae,ヤガ科,Erebinae,トモエガ亜科,Hypopyrini,カキバトモエ族,,,Anisoneura,,aluco,,(Fabricius),1775,,オオムラサキクチバ,,,,,,,"Anisoneura aluco (Fabricius, 1775)",不明,,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Erebinae,トモエガ亜科,Hypopyrini,カキバトモエ族,,,Anisoneura,,salebrosa,,(Guenée),1852,,ヤエナミクチバ,,,,,,,"Anisoneura salebrosa (Guenée, 1852)",ハカマカズラ(マメ科),,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Erebinae,トモエガ亜科,Hypopyrini,カキバトモエ族,,,Pilipectus,,prunifera,,(Hampson),1894,,スソミダレアツバ,,,,,,,"Pilipectus prunifera (Hampson, 1894)",タブノキ (クスノキ科),,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Erebinae,トモエガ亜科,Hypopyrini,カキバトモエ族,,,Bamra,,albicola,,(Walker),1858,,クロモンハイイロクチバ,,,,,,,"Bamra albicola (Walker, 1858)",国外の同属種ではネムノキ属,,日本産蛾類標準図鑑2
4269,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Calpini,エグリバ族,,,Calyptra,,thalictri,,(Borkhausen),1790,,ウスエグリバ,,,,,,,"Calyptra thalictri (Borkhausen, 1790)",カラマツソウ; アキカラマツ(以上キンポウゲ科),,日本産蛾類標準図鑑2
4270,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Calpini,エグリバ族,,,Calyptra,,hokkaida,,(Wileman),1922,,キタエグリバ,,,,,,,"Calyptra hokkaida (Wileman, 1922)",ムラサキケマン; キケマン(以上ケシ科); カラマツソウ; アキカラマツ(以上キンポウゲ科),,日本産蛾類標準図鑑2
4271,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Calpini,エグリバ族,,,Calyptra,,lata,,(Butler),1881,,キンイロエグリバ,,,,,,,"Calyptra lata (Butler, 1881)",アオツヅラフジ; コウモリカズラ(以上ツヅラフジ科),,日本産蛾類標準図鑑2
4272,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Calpini,エグリバ族,,,Calyptra,,gruesa,,(Draudt),1950,,オオエグリバ,,,,,,,"Calyptra gruesa (Draudt, 1950)",ツヅラフジ (ツヅラフジ科),,日本産蛾類標準図鑑2
4273,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Calpini,エグリバ族,,,Calyptra,,albivirgata,,(Hampson),1926,,ハイイロオオエグリバ,,,,,,,"Calyptra albivirgata (Hampson, 1926)",ツヅラフジ (ツヅラフジ科),,日本産蛾類標準図鑑2
4274,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Calpini,エグリバ族,,,Calyptra,,minuticornis,,(Guenée),1852,,ミナミエグリバ,,,,,,,"Calyptra minuticornis (Guenée, 1852)",コバノハスノハカズラ (ツヅラフジ科),,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Calpini,エグリバ族,,,Calyptra,,orthograpta,,(Butler),1886,,マエスジエグリバ,,,,,,,"Calyptra orthograpta (Butler, 1886)",ツヅラフジ科と思われる,,日本産蛾類標準図鑑2
4275,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Calpini,エグリバ族,,,Oraesia,,emarginata,,(Fabricius),1794,,ヒメエグリバ,,,,,,,"Oraesia emarginata (Fabricius, 1794)",アオツヅラフジ; コウシュウウヤク; コバノハスノハカズラ; オオツヅラフジ(以上ツヅラフジ科),,日本産蛾類標準図鑑2
4276,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Calpini,エグリバ族,,,Oraesia,,excavata,,(Butler),1878,,アカエグリバ,,,,,,,"Oraesia excavata (Butler, 1878)",アオツヅラフジ(ツヅラフジ科),,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Calpini,エグリバ族,,,Oraesia,,argyrosigna,,Moore,[1884],,ギンスジエグリバ,,,,,,,"Oraesia argyrosticta (Moore, 1884)",ツヅラフジ科を食していると思われる,,日本産蛾類標準図鑑2
4277,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Calpini,エグリバ族,,,Plusiodonta,,coelonota,,(Kollar),[1844],,キンモンエグリバ,,,,,,,"Plusiodonta coelonota (Kollar, 1844)",ハスノハカズラ; コバノハスノハカズラ; アオツヅラフジ(以上ツヅラフジ科),,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Calpini,エグリバ族,,,Plusiodonta,,tominagaorum,,Kishida,2010,,サビモンエグリバ,,,,,,,"Plusiodonta tominagaorum (Kishida, 2010)",コウシュウウヤク (ツヅラフジ科),,日本産蛾類標準図鑑2
4278,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Calpini,エグリバ族,,,Plusiodonta,,casta,,(Butler),1878,,マダラエグリバ,,,,,,,"Plusiodonta casta (Butler, 1878)",アオツヅラフジ; コウモリカズラ(以上ツヅラフジ科),,日本産蛾類標準図鑑2
4279,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Calpini,エグリバ族,,,Eudocima,,phalonia,,(Linnaeus),[1763],,ヒメアケビコノハ,,,,,,,"Eudocima phalonia (Linnaeus, 1763)",アオツヅラフジ; コウシュウウヤク; コバノハスノハカズラ; オオツヅラフジ(以上ツヅラフジ科),,日本産蛾類標準図鑑2
4280,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Calpini,エグリバ族,,,Eudocima,,homaena,,(Hübner),[1823],,ミドリモンコノハ,,,,,,,"Eudocima homaena (Hübner, 1823)",不明,,日本産蛾類標準図鑑2
4281,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Calpini,エグリバ族,,,Eudocima,,tyrannus,,(Guenée),1852,,アケビコノハ,,,,,,,"Eudocima tyrannus (Guenée, 1852)",アケビ; ミツバアケビ; ムベ(以上アケビ科); メギ; ヘビノボラズ; ヒイラギナンテン(以上メギ科),,日本産蛾類標準図鑑2
4282,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Calpini,エグリバ族,,,Eudocima,,salaminia,,(Cramer),1777,,キマエコノハ,,,,,,,"Eudocima salaminia (Cramer, 1777)",コバノハスノハカズラ(ツヅラフジ科),,日本産蛾類標準図鑑2
,不明,,
4283,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Hypocalini,キシタクチバ族,,,Hypocala,,subsatura,,Guenée,1852,,タイワンキシタクチバ,,,,,,,"Hypocala subsatura (Guenée, 1852)",クヌギ(ブナ科); リンゴ(バラ科); カキノキ(カキノキ科),,日本産蛾類標準図鑑2
4284,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Hypocalini,キシタクチバ族,,,Hypocala,,rostrata,,(Fabricius),1794,,インドキシタクチバ,,,,,,,"Hypocala rostrata (Fabricius, 1794)",カキノキ; リュウキュウガキ; リュウキュウコクタン; ケガキ(以上カキノキ科),,日本産蛾類標準図鑑2
4285,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Hypocalini,キシタクチバ族,,,Hypocala,,deflorata,,(Fabricius),1794,,ムーアキシタクチバ,,,,,,,"Hypocala deflorata (Fabricius, 1794)",カキノキ; マメガキ; ブラックサポテ (以上カキノキ科),,日本産蛾類標準図鑑2
,不明,,
4286,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Hypocalini,キシタクチバ族,,,Hypocala,,violacea,,Butler,1879,,ヘリボシキシタクチバ,,,,,,,"Hypocala violacea (Butler, 1879)",不明,,日本産蛾類標準図鑑2
4287,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Hypocalini,キシタクチバ族,,,Hypocala,,biarcuata,,Walker,1858,,ヒロオビキシタクチバ,,,,,,,"Hypocala biarcuata (Walker, 1858)",リュウキュウガキ (カキノキ科),,日本産蛾類標準図鑑2
4237,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Phyllodini,ベニモンコノハ族,,,Phyllodes,,consobrinus,,Westwood,1848,,ベニモンコノハ,ベニモンコノハ,,,,,,"Phyllodes consobrinus (Westwood, 1848)",不明,,日本産蛾類標準図鑑2
4320,Noctuidae,ヤガ科,Calpinae,エグリバ亜科,Phyllodini,ベニモンコノハ族,,,Hypospila,,bolinoides,,Guenée,1852,,ハナジロクチバ,,,,,,,"Hypospila bolinoides (Guenée, 1852)",中国ではムクロジ科植物が知られている,,日本産蛾類標準図鑑2
