大図鑑カタログNo,科名,科和名,亜科名,亜科和名,族名,族和名,亜族名,亜族和名,属名,亜属名,種小名,亜種小名,著者,公表年,類似種,和名,旧和名,別名,その他の和名,亜種範囲,標準図鑑ステータス,標準図鑑以後の変更,学名,食草,食草に関する備考,出典
3368,Nolidae,コブガ科,Nolinae,コブガ亜科,,,,,Nola,,exumbrata,,Inoue,1976,,フタモンコブガ,,,,,,,"Nola exumbrata (Inoue, 1976)",不明,,日本産蛾類標準図鑑2
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
3375,Nolidae,コブガ科,Nolinae,コブガ亜科,,,,,Manoba,,fasciatus,,(Hampson),1894,,ソトジロコブガ,,,,,,,"Manoba fasciatus (Hampson, 1894)",不明,,日本産蛾類標準図鑑2
3374,Nolidae,コブガ科,Nolinae,コブガ亜科,,,,,Manoba,,banghaasi,,(West),1929,,スミコブガ,スミコブガ,,,,,,"Manoba banghaasi (West, 1929)",不明,,日本産蛾類標準図鑑2
3376,Nolidae,コブガ科,Nolinae,コブガ亜科,,,,,Manoba,,melancholica,,(Wileman & West),1928,,ヨシノコブガ,,,,,,,"Manoba melancholica (Wileman & West, 1928)",クリ (ブナ科)の花穂,,日本産蛾類標準図鑑2
3377,Nolidae,コブガ科,Nolinae,コブガ亜科,,,,,Manoba,,microphasma,,(Butler),1885,,シロフチビコブガ,,,,,,,"Manoba microphasma (Butler, 1885)",不明,,日本産蛾類標準図鑑2
3390,Nolidae,コブガ科,Nolinae,コブガ亜科,,,,,Manoba,,brunellus,,(Hampson),1893,,テンスジコブガ,,,,,,,"Manoba brunellus (Hampson, 1893)",ノボタン (ノボタン科),,日本産蛾類標準図鑑2
3388,Nolidae,コブガ科,Nolinae,コブガ亜科,,,,,Manoba,,major,,(Hampson),1881,,トビモンコブガ,トビモンコブガ,,,,,,"Manoba major (Hampson, 1891)",サルスベリ (ミソハギ科),,日本産蛾類標準図鑑2
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
3393,Nolidae,コブガ科,Nolinae,コブガ亜科,,,,,Evonima,,mandschuriana,,(Oberthür),1880,,リンゴコブガ,,,,,,,"Evonima mandschuriana (Oberthür, 1880)",各種のコナラ属; クリ(以上ブナ科); サクラ; リンゴ(以上バラ科),,日本産蛾類標準図鑑2
,不明,,
3991,Nolidae,コブガ科,Chloephorinae,リンガ亜科,,,,,Parhylophila,,celsiana,,(Staudinger),1887,,オレクギリンガ,,,,,,,"Parhylophila celsiana (Staudinger, 1887)",ドロヤナギの上から蛹が得られているので; おそらくドロヤナギ(ヤナギ科)を食す,,日本産蛾類標準図鑑2
3992,Nolidae,コブガ科,Chloephorinae,リンガ亜科,,,,,Kerala,,decipiens,,(Butler),1879,,ハネモンリンガ,,,,,,,"Kerala decipiens (Butler, 1879)",ヤハズハンノキ; ヤマハンノキ; ダケカンバ(以上カバノキ科),,日本産蛾類標準図鑑2
3995,Nolidae,コブガ科,Chloephorinae,リンガ亜科,,,,,Macrochthonia,,fervens,,Butler,1881,,カマフリンガ,,,,,,,"Macrochthonia fervens (Butler, 1881)",ハルニレ; ケヤキ(以上ニレ科),,日本産蛾類標準図鑑2
4001,Nolidae,コブガ科,Chloephorinae,リンガ亜科,,,,,Clethrophora,,distincta,,(Leech),[1889],,ミドリリンガ,,,,,,,"Clethrophora distincta (Leech, 1889)",アラカシ (ブナ科),,日本産蛾類標準図鑑2
4002,Nolidae,コブガ科,Chloephorinae,リンガ亜科,,,,,Hylophilodes,,tsukusensis,,Nagano,1918,,ツクシアオリンガ,,,,,,,"Hylophilodes tsukusensis (Nagano, 1918)",マテバシイ (ブナ科),,日本産蛾類標準図鑑2
4003,Nolidae,コブガ科,Chloephorinae,リンガ亜科,,,,,Pseudoips,,prasinanus,,(Linnaeus),1758,,アオスジアオリンガ,,,,,,,"Pseudoips prasinanus (Linnaeus, 1758)",ブナ; ミズナラ(以上ブナ科); シラカンバ(カバノキ科),,日本産蛾類標準図鑑2
4004,Nolidae,コブガ科,Chloephorinae,リンガ亜科,,,,,Pseudoips,,sylpha,,(Butler),1879,,アカスジアオリンガ,,,,,,,"Pseudoips sylpha (Butler, 1879)",クヌギ (ブナ科),,日本産蛾類標準図鑑2
3968,Nolidae,コブガ科,Chloephorinae,リンガ亜科,,,,,Selepa,,celtis,,Moore,1860,,マルバネキノカワガ,,,,,,,"Selepa celtis (Moore, 1860)",アカギ(コミカンソウ科); アカメガシワ; トウゴマ(以上トウダイグサ科); ホルトノキ(ホルトノキ科),,日本産蛾類標準図鑑2
,Nolidae,コブガ科,Chloephorinae,リンガ亜科,,,,,Selepa,,molybdea,,Hampson,1912,,ウズモンキノカワガ,,,,,,,"Selepa molybdea (Hampson, 1912)",サツマサンキライ; オキナワサルトリイバラ(以上シオデ科),,日本産蛾類標準図鑑2
,Nolidae,コブガ科,Chloephorinae,リンガ亜科,,,,,Selepa,,discigera,,(Walker),[1863],,シロスジキノカワガ,,,,,,,"Selepa discigera (Walker, 1864)",国外では; トウダイグサ科; クワ科; ウルシ科の植物が知られている,,日本産蛾類標準図鑑2
3975,Nolidae,コブガ科,Chloephorinae,リンガ亜科,,,,,Etanna,,breviuscula,,(Walker),1863,,ツマジロキノカワガ,,,,,,,"Etanna breviuscula (Walker, 1863)",不明,,日本産蛾類標準図鑑2
,Nolidae,コブガ科,Chloephorinae,リンガ亜科,,,,,Gyrtothripa,,pusilla,,(Moore),1888,,ナミスジキノカワガ,,,,,,,"Gyrtothripa pusilla (Moore, 1888)",不明,,日本産蛾類標準図鑑2
3976,Nolidae,コブガ科,Chloephorinae,リンガ亜科,,,,,Garella,,ruficirra,,(Hampson),1905,,ネスジキノカワガ,,,,,,,"Garella ruficirra (Hampson, 1905)",クリ; クヌギ (以上ブナ科)の実,,日本産蛾類標準図鑑2
3977,Nolidae,コブガ科,Chloephorinae,リンガ亜科,,,,,Nycteola,,degenerana,,(Hübner),[1799],,ミヤマクロスジキノカワガ,ミヤマクロスジキノカワガ,,,,,,"Nycteola degenerana (Hübner, 1799)",国外ではヤナギ科が記録されている,,日本産蛾類標準図鑑2
3978,Nolidae,コブガ科,Chloephorinae,リンガ亜科,,,,,Nycteola,,asiatica,,(Krulikowski),1904,,クロスジキノカワガ,,,,,,,"Nycteola asiatica (Krulikowski, 1904)",シダレヤナギ; ヤマナラシ(以上ヤナギ科),,日本産蛾類標準図鑑2
3979,Nolidae,コブガ科,Chloephorinae,リンガ亜科,,,,,Nycteola,,costalis,,Sugi,1959,,マエシロモンキノカワガ,,,,,,,"Nycteola costalis (Sugi, 1959)",アラカシ (ブナ科),,日本産蛾類標準図鑑2
3980,Nolidae,コブガ科,Chloephorinae,リンガ亜科,,,,,Nycteola,,dufayi,,Sugi,1982,,クロテンキノカワガ,,,,,,,"Nycteola dufayi (Sugi, 1982)",アラカシ; イチイガシ; ウラジロガシ(以上ブナ科),,日本産蛾類標準図鑑2
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
3981,Nolidae,コブガ科,Westermanniinae,シロズリンガ亜科,,,,,Iragaodes,,nobilis,,(Staudinger),1887,,マエキリンガ,,,,,,,"Iragaodes nobilis (Staudinger, 1887)",イヌシデ; クマシデ(以上カバノキ科),,日本産蛾類標準図鑑2
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
3974,Nolidae,コブガ科,Bleninae,キノカワガ亜科,,,,,Blenina,,senex,,(Butler),1878,,キノカワガ,,,,,,,"Blenina senex (Butler, 1878)",カキノキ; マメガキ; トキワガキ(以上カキノキ科); ニワウルシ (ニガキ科); サクラ (バラ科),,日本産蛾類標準図鑑2
,Nolidae,コブガ科,Bleninae,キノカワガ亜科,,,,,Blenina,,quinaria,,Moore,1882,,アジアキノカワガ,,,,,,,"Blenina quinaria (Moore, 1882)",国外ではサワグルミ (クルミ科)が知られている,,日本産蛾類標準図鑑2
,Nolidae,コブガ科,Bleninae,キノカワガ亜科,,,,,Blenina,,angulipennis,,(Moore),1882,,ミドリキノカワガ,,,,,,,"Blenina angulipennis (Moore, 1882)",不明,,日本産蛾類標準図鑑2
3972,Nolidae,コブガ科,Risobinae,リュウキュウキノカワガ亜科,,,,,Risoba,,prominens,,Moore,1881,,リュウキュウキノカワガ,,,,,,,"Risoba prominens (Moore, 1881)",ヤマモモ(ヤマモモ科),,日本産蛾類標準図鑑2
,不明,,
,Nolidae,コブガ科,Risobinae,リュウキュウキノカワガ亜科,,,,,Risoba,,basalis,,Moore,1881,,ミナミキノカワガ,,,,,,,"Risoba basalis (Moore, 1881)",国外では; シクンシ科; ノボタン科の植物が記録されている,,日本産蛾類標準図鑑2
,不明,,
3970,Nolidae,コブガ科,Collomeninae,ナンキンキノカワガ亜科,,,,,Gadirtha,,pulchra,,(Butler),1886,,ヤエヤマキノカワガ,,,,,,,"Gadirtha pulchra (Butler, 1886)",国外では; ナンキンハゼ; セイシボク (トウダイグサ科)の記録がある,,日本産蛾類標準図鑑2
3969,Nolidae,コブガ科,Collomeninae,ナンキンキノカワガ亜科,,,,,Gadirtha,,impingens,,Walker,[1858],,ナンキンキノカワガ,ナンキンキノカワガ,,,,,,"Gadirtha impingens (Walker, 1857)",ナンキンハゼ; シラキ(以上トウダイグサ科),,日本産蛾類標準図鑑2
,不明,,,
,不明,,
3971,Nolidae,コブガ科,incertae sedis,亜科所属不明,,,,,Eligma,,narcissus,,(Cramer),1775,,シンジュキノカワガ,シンジュキノカワガ,,,,,,"Eligma narcissus (Cramer, 1775)",ニワウルシ (ニガキ科),,日本産蛾類標準図鑑2
3973,Nolidae,コブガ科,incertae sedis,亜科所属不明,,,,,Macrobarasa,,xantholopha,,(Hampson),1896,,ギンバネキノカワガ,,,,,,,"Macrobarasa xantholopha (Hampson, 1896)",不明,,日本産蛾類標準図鑑2
4418,Noctuidae,ヤガ科,Rivulinae,テンクロアツバ亜科,,,,,Rivula,,sericealis,,(Scopoli),1763,,テンクロアツバ,,,,,,,"Rivula sericealis (Scopoli, 1763)",不明,,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Rivulinae,テンクロアツバ亜科,,,,,Rivula,,sugii,,Kishida,2010,,オオテンクロアツバ,,,,,,,"Rivula sugii (Kishida, 2010)",不明,,日本産蛾類標準図鑑2
4419,Noctuidae,ヤガ科,Rivulinae,テンクロアツバ亜科,,,,,Rivula,,unctalis,,Staudinger,1892,,キクビムモンアツバ,,,,,,,"Rivula unctalis (Staudinger, 1892)",不明,,日本産蛾類標準図鑑2
4420,Noctuidae,ヤガ科,Rivulinae,テンクロアツバ亜科,,,,,Rivula,,aequalis,,(Walker),[1863],,タケアツバ,,,,,,,"Rivula aequalis (Walker, 1863)",モウソウチク; マダケ; ハチク; メダケ(以上; イネ科),,日本産蛾類標準図鑑2
4421,Noctuidae,ヤガ科,Rivulinae,テンクロアツバ亜科,,,,,Rivula,,curvifera,,(Walker),1862,,マエシロモンアツバ,,,,,,,"Rivula curvifera (Walker, 1862)",不明,,日本産蛾類標準図鑑2
4422,Noctuidae,ヤガ科,Rivulinae,テンクロアツバ亜科,,,,,Rivula,,inconspicua,,(Butler),1881,,フタテンアツバ,,,,,,,"Rivula inconspicua (Butler, 1881)",ケチヂミザサ (イネ科),,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Rivulinae,テンクロアツバ亜科,,,,,Rivula,,yoshimotoi,,Kishida,2010,,アトジロフタテンアツバ,,,,,,,"Rivula yoshimotoi (Kishida, 2010)",不明,,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Rivulinae,テンクロアツバ亜科,,,,,Rivula,,albipunctata,,Yoshimoto,1996,,シラフアカガネアツバ,,,,,,,"Rivula albipunctata (Yoshimoto, 1996)",不明,,日本産蛾類標準図鑑2
4423,Noctuidae,ヤガ科,Rivulinae,テンクロアツバ亜科,,,,,Rivula,,errabunda,,Wileman,1911,,トビイロフタテンアツバ,,,,,,,"Rivula errabunda (Wileman, 1911)",不明,,日本産蛾類標準図鑑2
4424,Noctuidae,ヤガ科,Rivulinae,テンクロアツバ亜科,,,,,Rivula,,plumipes,,Hampson,1907,,クリイロアツバ,,,,,,,"Rivula plumipes (Hampson, 1907)",ネザサ(イネ科),,日本産蛾類標準図鑑2
4425,Noctuidae,ヤガ科,Rivulinae,テンクロアツバ亜科,,,,,Rivula,,cognata,,Hampson,1912,,アトキリアツバ,,,,,,,"Rivula cognata (Hampson, 1912)",エダウチチヂミザサ(イネ科),,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Rivulinae,テンクロアツバ亜科,,,,,Rivula,,basalis,,Hampson,1891,,ネグロアトキリアツバ,,,,,,,"Rivula basalis (Hampson, 1891)",不明,,日本産蛾類標準図鑑2
4370,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Anatatha,,lignea,,(Butler),1879,,ナミグルマアツバ,,,,,,,"Anatatha lignea (Butler, 1879)",不明,,日本産蛾類標準図鑑2
4371,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Anatatha,,misae,,Sugi,1982,,ヒメナミグルマアツバ,,,,,,,"Anatatha misae (Sugi, 1982)",不明,,日本産蛾類標準図鑑2
4372,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Anatatha,,wilemani,,(Sugi),1958,,クロオビアツバ,,,,,,,"Anatatha wilemani (Sugi, 1958)",エノコログサ; メヒシバ(以上イネ科),,日本産蛾類標準図鑑2
4373,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Diomea,,cremata,,(Butler),1878,,ムラサキアツバ,,,,,,,"Diomea cremata (Butler, 1878)",カワラタケ (サルノコシカケ科); シイタケ (キシメジ科)などの菌類,,日本産蛾類標準図鑑2
4374,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Diomea,,discisigna,,Sugi,1963,,ヨツモンムラサキアツバ,,,,,,,"Diomea discisigna (Sugi, 1963)",不明,,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Diomea,,yanagitai,,Kishida,2010,,ナカオビムラサキアツバ,,,,,,,"Diomea yanagitai (Kishida, 2010)",不明,,日本産蛾類標準図鑑2
4375,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Diomea,,jankowskii,,(Oberthür),1880,,マエヘリモンアツバ,,,,,,,"Diomea jankowskii (Oberthür, 1880)",不明,,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Diomea,,insulana,,Yoshimoto,2001,,ミナミマエヘリモンアツバ,,,,,,,"Diomea insulana (Yoshimoto, 2001)",不明,,日本産蛾類標準図鑑2
4376,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Hypostrotia,,cinerea,,(Butler),1878,,マエジロアツバ,,,,,,,"Hypostrotia cinerea (Butler, 1878)",カワラタケ (サルノコシカケ科) などの菌類,,日本産蛾類標準図鑑2
4397,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Maguda,,suffusa,,(Walker),1863,,ヒメエビイロアツバ,,,,,,,"Maguda suffusa (Walker, 1863)",不明,,日本産蛾類標準図鑑2
4398,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Panilla,,petrina,,(Butler),1879,,オオトウアツバ,,,,,,,"Panilla petrina (Butler, 1879)",不明,,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Panilla,,costipunctata,,Leech,1900,,マエクロモンアツバ,,,,,,,"Panilla costipunctata (Leech, 1900)",不明,,日本産蛾類標準図鑑2
,不明,,
4318,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Anticarsia,,irrorata,,(Fabricius),1781,,ミミモンクチバ,,,,,,,"Anticarsia irrorata (Fabricius, 1781)",ハマアズキ(マメ科),,日本産蛾類標準図鑑2
4391,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Raparna,,roseata,,Wileman & South,1917,,オビマダラアツバ,,,,,,,"Raparna roseata (Wileman & South, 1917)",不明,,日本産蛾類標準図鑑2
,不明,,
4399,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Rhesala,,imparata,,Walker,1858,,マエテンアツバ,,,,,,,"Rhesala imparata (Walker, 1858)",ネムノキ(マメ科),,日本産蛾類標準図鑑2
4405,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Gesonia,,fallax,,(Butler),1879,,アトヘリヒトホシアツバ,,,,,,,"Gesonia fallax (Butler, 1879)",クズ; フジ(以上マメ科),,日本産蛾類標準図鑑2
4384,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Gesonia,,obeditalis,,Walker,1859,,コハイイロアツバ,,,,,,,"Gesonia obeditalis (Walker, 1859)",不明,,日本産蛾類標準図鑑2
4426,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Ectogonia,,butleri,,(Leech),1900,,シロズアツバ,,,,,,,"Ectogonia butleri (Leech, 1900)",マルバウツギ (アジサイ科); シイ(ブナ科)などの枯れ葉を食すと推定,,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Arsacia,,rectalis,,(Walker),1863,,アトエグリアツバ,,,,,,,"Arsacia rectalis (Walker, 1863)",不明,,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Goniocraspedon,,manoi,,Yoshimoto,1993,,マノアツバ,,,,,,,"Goniocraspedon manoi (Yoshimoto, 1993)",不明,,日本産蛾類標準図鑑2
4367,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Hepatica,,linealis,,(Leech),1889,,シマアツバ,,,,,,,"Hepatica linealis (Leech, 1889)",アラカシ (ブナ科); ナンゴクカモメヅル(キョウチクトウ科),,日本産蛾類標準図鑑2
,不明,,
4369,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Hepatica,,seinoi,,Sugi,1982,,ヤエヤマシマアツバ,,,,,,,"Hepatica seinoi (Sugi, 1982)",不明,,日本産蛾類標準図鑑2
4381,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Loxioda,,parva,,Sugi,1982,,ムスジアツバ,,,,,,,"Loxioda parva (Sugi, 1982)",不明,,日本産蛾類標準図鑑2
,不明,,
4365,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Stenbergmania,,albomaculalis,,(Bremer),1864,,シロテンアツバ,,,,,,,"Stenochrusia albomaculalis (Bremer, 1864)",クヌギ (ブナ科),,日本産蛾類標準図鑑2
4429,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Zekelita,,plusioides,,(Butler),1879,,アヤナミアツバ,,,,,,,"Zekelita plusioides (Butler, 1879)",地衣類を食す可能性がある,,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Zekelita,,satoi,,Kishida,2010,,ハスオビアヤナミアツバ,,,,,,,"Zekelita satoi (Kishida, 2010)",不明,,日本産蛾類標準図鑑2
,不明,,
4427,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Hypenomorpha,,calamina,,(Butler),1879,,ヒロバチビトガリアツバ,,,,,,,"Hypenomorpha calamina (Butler, 1879)",ナラガシワ (ブナ科),,日本産蛾類標準図鑑2
4428,Noctuidae,ヤガ科,Boletobiinae,ムラサキアツバ亜科,,,,,Hypenomorpha,,falcipennis,,(Inoue),1958,,チビトガリアツバ,,,,,,,"Hypenomorpha falcipennis (Inoue, 1958)",不明,,日本産蛾類標準図鑑2
,不明,,
,不明,,
4407,Noctuidae,ヤガ科,incertae sedis ,ヤガ科 亜科所属不明,,,,,Prolophota,,trigonifera,,Hampson,1896,,マエフタモンアツバ,,,,,,,"Prolophota trigonifera (Hampson, 1896)",不明,,日本産蛾類標準図鑑2
4408,Noctuidae,ヤガ科,incertae sedis ,ヤガ科 亜科所属不明,,,,,Micreremites,,pyraloides,,Sugi,1982,,ウラモンチビアツバ,,,,,,,"Micreremites pyraloides (Sugi, 1982)",不明,,日本産蛾類標準図鑑2
4409,Noctuidae,ヤガ科,incertae sedis ,ヤガ科 亜科所属不明,,,,,Micreremites,,japonica,,Sugi,1982,,ウスクモチビアツバ,,,,,,,"Micreremites japonica (Sugi, 1982)",不明,,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,incertae sedis ,ヤガ科 亜科所属不明,,,,,Micreremites,,pallens,,Sugi,1987,,ニセウスクモチビアツバ,,,,,,,"Micreremites pallens (Sugi, 1987)",不明,,日本産蛾類標準図鑑2
4410,Noctuidae,ヤガ科,incertae sedis ,ヤガ科 亜科所属不明,,,,,Micreremites,,azumai,,Sugi,1982,,コウスクモチビアツバ,,,,,,,"Micreremites azumai (Sugi, 1982)",不明,,日本産蛾類標準図鑑2
4411,Noctuidae,ヤガ科,incertae sedis ,ヤガ科 亜科所属不明,,,,,Anachrostis,,nigripunctalis,,(Wileman),1911,,クロテンカバアツバ,,,,,,,"Anachrostis nigripunctalis (Wileman, 1911)",ズミ(バラ科),,日本産蛾類標準図鑑2
4412,Noctuidae,ヤガ科,incertae sedis ,ヤガ科 亜科所属不明,,,,,Anachrostis,,minutissima,,Sugi,1982,,ホソバカバアツバ,,,,,,,"Anachrostis minutissima (Sugi, 1982)",不明,,日本産蛾類標準図鑑2
4413,Noctuidae,ヤガ科,incertae sedis ,ヤガ科 亜科所属不明,,,,,Anachrostis,,amamiana,,Sugi,1982,,アマミカバアツバ,,,,,,,"Anachrostis amamiana (Sugi, 1982)",不明,,日本産蛾類標準図鑑2
4414,Noctuidae,ヤガ科,incertae sedis ,ヤガ科 亜科所属不明,,,,,Neachrostia,,bipuncta,,Sugi,1982,,フタテンチビアツバ,,,,,,,"Neachrostia bipuncta (Sugi, 1982)",不明,,日本産蛾類標準図鑑2
4415,Noctuidae,ヤガ科,incertae sedis ,ヤガ科 亜科所属不明,,,,,Neachrostia,,purpureoflava,,Sugi,1982,,キイロチビアツバ,,,,,,,"Neachrostia purpureoflava (Sugi, 1982)",不明,,日本産蛾類標準図鑑2
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,不明,,
,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Hypena,,laceratalis,,Walker,[1859] 1858,,ランタナアツバ,,,,,,,"Hypena laceratalis (Guenée, 1859)",シチヘンゲ (クマツヅラ科)。国外では; ランタナ(クマツヅラ科),,日本産蛾類標準図鑑2
,不明,,,
,不明,,
未同定種の追加,不明,,,
,不明,,
,不明,,,
,不明,,
,不明,,
,不明,,
4472,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Hypena,,lignealis,,Walker,[1866] 1865,,オスグロホソバアツバ,,,,,,,"Hypena lignealis (Walker, 1866)",アオミズ; ミヤマミズ; シマミズ(以上イラクサ科),,日本産蛾類標準図鑑2
4473,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Hypena,,whitelyi,,(Butler),1879,,ホソバアツバ,,,,,,,"Hypena whitelyi (Butler, 1879)",不明,,日本産蛾類標準図鑑2
,不明,,
4474,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Hypena,,tristalis,,Lederer,1853,,ミツボシアツバ,,,,,,,"Hypena tristalis (Lederer, 1853)",ヤブマオ (イラクサ科); ハルニレ(ニレ科); ダイズ(マメ科),,日本産蛾類標準図鑑2
4475,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Hypena,,narratalis,,Walker,[1859] 1858,,ムラサキミツボシアツバ,,,,,,,"Hypena narratalis (Walker, 1859)",不明,,日本産蛾類標準図鑑2
4476,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Hypena,,pulverulenta,,Wileman,1911,,コテングアツバ,,,,,,,"Hypena pulverulenta (Wileman, 1911)",不明,,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Hypena,,nakajimai,,Kishida,2010,,ハナトガリアツバ,,,,,,,"Hypena nakajimai (Kishida, 2010)",シマツユクサ (ツユクサ科),,日本産蛾類標準図鑑2
,不明,,
,不明,,
,不明,,
,不明,,
,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Hypena,,gushichan,,Kishida,2010,,グシチャンアツバ,,,,,,,"Hypena gushichan (Kishida, 2010)",キダチハマグルマ(キク科),,日本産蛾類標準図鑑2
,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Hypena,,tominagai,,Kishida,2010,,ケタデアツバ,,,,,,,"Hypena tominagai (Kishida, 2010)",ケタデ(タデ科),,日本産蛾類標準図鑑2
4480,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Bomolocha,,albopunctalis,,(Leech),[1889],,ナカシロテンアツバ,,ツマスミレアツバ,,,,,"Bomolocha albopunctalis (Leech, 1889)",イワガネ (イラクサ科),,日本産蛾類標準図鑑2
4481,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Bomolocha,,stygiana,,(Butler),1878,,ヤマガタアツバ,,,,,,,"Bomolocha stygiana (Butler, 1878)",ウツギ; マルバウツギ(以上アジサイ科),,日本産蛾類標準図鑑2
4482,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Bomolocha,,amamiensis,,Sugi,1982,,アマミヤマガタアツバ,,,,,,,"Bomolocha amamiensis (Sugi, 1982)",不明,,日本産蛾類標準図鑑2
4483,Noctuidae,ヤガ科,Hypeninae,アツバ亜科,,,,,Bomolocha,,squalida,,(Butler),1879,,ハングロアツバ,,,,,,,"Bomolocha squalida (Butler, 1879)",ミツバツツジ; ヤマツツジ; サツキ(以上ツツジ科); ウメ; ズミ(以上バラ科),,日本産蛾類標準図鑑2
